     Informal money lender,3,0,17,0,0,0,0,0,0,0,0,0
     Palay Trader,3,0,17,0,0,0,88,88,100,37,42,0
     Consumer,0,0,0,12,7,40,0,0,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,7,8,0,15,17,0
     Assembler,0,0,0,0,0,0,5,5,0,5,6,0
     Miller,0,0,0,0,0,0,5,5,0,3,4,0
     NFA,0,0,0,0,0,0,0,0,0,2,2,0
Camarines Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 84),(n = 64),(n = 19),(n = 72),(n = 65),(n = 7),(n = 102),(n = 75),(n = 27),(n = 114),(n = 75),(n = 39)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,51,47,68,46,40,100,41,40,44,43,41,46
     Picked-up,49,53,32,54,60,0,58,59,56,50,52,46
     No response,0,0,0,0,0,0,1,1,0,7,7,8
Mode of Payment,,,,,,,,,,,,
     Cash,99,98,100,99,98,100,99,99,100,93,93,92
     Credit,0,0,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,46,47,42,46,46,43,0,0,0,0,0,0
     Wholesaler-retailer,38,39,37,44,43,57,0,0,0,0,0,0
     Assembler,2,3,0,3,3,0,0,0,0,0,0,0
     Input dealer,2,2,5,0,0,0,0,0,0,0,0,0
     Retailer,1,2,0,4,5,0,0,0,0,0,0,0
     Consumer,0,0,0,3,3,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,83,79,96,75,69,85
     Comprada,0,0,0,0,0,0,13,17,0,12,19,0
     NFA,0,0,0,0,0,0,2,3,0,1,1,0
     Sell in own sari-sari store,0,0,0,0,0,0,1,1,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,0,0,0,5,4,8
Iloilo,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 51),(n = 24),(n = 27),(n = 15),(n = 6),(n = 9),(n = 79),(n = 48),(n = 31),(n = 58),(n = 29),(n = 29)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,71,75,67,67,50,78,49,38,68,28,14,41
     Picked-up,29,25,33,33,50,22,49,63,29,29,38,21
     No response,0,0,0,0,0,0,1,0,3,43,48,38
Mode of Payment,,,,,,,,,,,,
     Cash,84,88,81,100,100,100,99,98,100,57,52,62
     Credit,4,4,4,0,0,0,1,2,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,35,38,33,67,67,67,0,0,0,0,0,0
     Wholesaler,27,25,30,20,17,22,0,0,0,0,0,0
     Input dealer,6,0,11,0,0,0,0,0,0,0,0,0
     Assembler,6,4,7,0,0,0,13,13,13,0,0,0
     Retailer,4,8,0,7,0,11,0,0,0,0,0,0
     Consumer,2,0,4,7,17,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,63,58,71,52,48,55
     Miller,0,0,0,0,0,0,16,25,3,2,0,3
     Creditor/Lender,0,0,0,0,0,0,5,4,6,2,3,0
     Cooperative,0,0,0,0,0,0,1,0,3,0,0,0
     Consumer,0,0,0,0,0,0,0,0,0,2,0,3
     Othersa,0,0,0,0,0,0,3,0,6,0,0,0
Bohol,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 24),(n = 9),(n = 15),(n = 8),(n = 6),(n = 2),(n = 35),(n = 13),(n = 22),(n = 86),(n = 32),(n = 54)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,88,89,87,75,83,50,74,38,95,22,22,22
     Picked-up,13,11,13,25,17,50,26,62,5,10,22,4
     No response,0,0,0,0,0,0,0,0,0,67,56,74
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,100,100,100,97,100,95,33,44,26
     Credit,0,0,0,0,0,0,3,0,5,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,63,44,73,25,33,0,0,0,0,0,0,0
     Retailer,25,0,40,25,33,0,0,0,0,0,0,0
     Wholesaler,21,56,0,38,33,50,0,0,0,0,0,0
     Consumer,0,0,0,13,0,50,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,80,69,86,27,31,24
     Assembler,0,0,0,0,0,0,11,8,14,2,3,2
     Miller,0,0,0,0,0,0,3,0,5,1,3,0
     Cooperative,0,0,0,0,0,0,3,8,0,1,3,0
     Creditor/Lender,0,0,0,0,0,0,3,8,0,0,0,0
     Rice retailer,0,0,0,0,0,0,0,0,0,1,3,0
     Othersa,0,0,0,0,0,0,3,8,0,0,0,0
Leyte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 37),(n = 19),(n = 61),(n = 43),(n = 18),(n = 62),(n = 55),(n = 7),(n = 83),(n = 69),(n = 14)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,55,59,47,23,28,11,21,20,29,8,9,7
     Picked-up,45,41,53,77,72,89,77,80,57,65,75,14
     No response,0,0,0,0,0,0,2,0,14,27,16,79
Mode of Payment,,,,,,,,,,,,
     Cash,96,95,100,100,100,100,98,100,86,73,84,21
     Credit,2,3,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,64,68,58,52,58,39,0,0,0,0,0,0
     Wholesaler,14,22,0,39,37,44,0,0,0,0,0,0
     Input dealer,13,0,37,0,0,0,0,0,0,0,0,0
     Retailer,4,5,0,2,2,0,0,0,0,0,0,0
     Informal money lender,4,5,0,3,2,6,0,0,0,0,0,0
     Consumer,2,0,5,3,0,11,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,53,55,43,47,54,14
     Assembler,0,0,0,0,0,0,26,25,29,17,19,7
     Creditor/Lender,0,0,0,0,0,0,16,16,14,8,10,0
     Cooperative,0,0,0,0,0,0,3,4,0,1,1,0
     Buying public,0,0,0,0,0,0,0,0,0,1,1,0
Northern Samar,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 33),(n = 21),(n = 12),(n = 50),(n = 17),(n = 33),(n = 45),(n = 27),(n = 18),(n = 59),(n = 27),(n = 32)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,45,24,83,44,47,42,42,41,44,32,11,50
     Picked-up,55,76,17,56,53,58,58,59,56,68,89,50
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Mode of Payment,,,,,,,,,,,,
     Cash,91,86,100,98,94,100,100,100,100,98,96,100
     Credit,9,14,0,2,6,0,0,0,0,2,4,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,45,48,42,12,18,9,0,0,0,0,0,0
     Palay Trader,9,14,0,0,0,0,80,74,89,66,30,97
     Relatives,9,14,0,4,0,6,0,0,0,5,11,0
     Cooperative,9,0,25,0,0,0,0,0,0,0,0,0
     Wholesaler-retailer,9,0,25,42,47,39,0,0,0,0,0,0
     Retailer,6,10,0,8,24,0,0,0,0,0,0,0
     Consumer,3,0,8,32,6,45,0,0,0,0,0,0
     Informal money lender,3,5,0,0,0,0,0,0,0,0,0,0
     Relative,0,0,0,2,6,0,0,0,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,4,7,0,8,19,0
     Assembler,0,0,0,0,0,0,0,0,0,10,22,0
     Private,0,0,0,0,0,0,0,0,0,3,7,0
     Neighbors,0,0,0,0,0,0,0,0,0,2,4,0
     Miller,0,0,0,0,0,0,0,0,0,2,4,0
     Rice retailer,0,0,0,0,0,0,0,0,0,2,4,0
     Landowner,0,0,0,0,0,0,0,0,0,2,4,0
     Othersa,0,0,0,0,0,0,20,26,11,0,0,0
Zamboanga del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 18),(n = 12),(n = 6),(n = 14),(n = 11),(n = 3),(n = 27),(n = 17),(n = 10),(n = 43),(n = 29),(n = 14)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,50,33,83,43,36,67,44,18,90,33,24,50
     Picked-up,50,67,17,57,64,33,48,71,10,14,21,0
     No response,0,0,0,0,0,0,7,12,0,53,55,50
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,93,91,100,93,88,100,44,41,50
     Credit,0,0,0,7,9,0,0,0,0,2,3,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,56,58,50,64,73,33,0,0,0,0,0,0
     Wholesaler-retailer,33,33,33,14,9,33,0,0,0,0,0,0
     Retailer,11,17,0,7,9,0,0,0,0,0,0,0
     Rice miller,6,0,17,0,0,0,0,0,0,0,0,0
     Cooperative,0,0,0,7,9,0,0,0,0,0,0,0
     Informal money lender,0,0,0,7,0,33,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,89,88,90,40,34,50
     Miller,0,0,0,0,0,0,11,6,20,2,3,0
     NFA,0,0,0,0,0,0,4,6,0,0,0,0
     Assembler,0,0,0,0,0,0,4,0,10,0,0,0
     Neighbors,0,0,0,0,0,0,0,0,0,5,7,0
     Othersa,0,0,0,0,0,0,4,6,0,0,0,0
Zamboanga del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 50),(n = 38),(n = 12),(n = 47),(n = 40),(n = 7),(n = 59),(n = 44),(n = 15),(n = 60),(n = 49),(n = 11)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,30,34,17,34,35,29,7,9,0,13,16,0
     Picked-up,70,66,83,66,65,71,93,91,100,87,84,100
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Mode of Payment,,,,,,,,,,,,
     Cash,94,95,92,91,98,57,100,100,100,100,100,100
     Credit,2,3,0,9,3,43,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,54,63,25,30,33,14,0,0,0,0,0,0
     Wholesaler-retailer,24,16,50,34,40,0,0,0,0,0,0,0
     Cooperative,16,16,17,17,10,57,7,9,0,13,16,0
     Assembler,4,3,8,2,0,14,7,7,7,15,18,0
     Input dealer,0,0,0,9,10,0,0,0,0,0,0,0
     Retailer,0,0,0,4,5,0,0,0,0,0,0,0
     Friend,0,0,0,2,3,0,0,0,0,0,0,0
     Informal money lender,0,0,0,2,0,14,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,83,80,93,72,65,100
     Creditor/Lender,0,0,0,0,0,0,3,5,0,0,0,0
Zamboanga Sibugay,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 15),(n = 4),(n = 11),(n = 11),(n = 3),(n = 8),(n = 18),(n = 7),(n = 11),(n = 25),(n = 6),(n = 19)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,27,25,27,18,33,13,6,0,9,4,0,5
     Picked-up,73,75,73,82,67,88,94,100,91,68,83,63
     No response,0,0,0,0,0,0,0,0,0,28,17,32
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,100,100,100,89,86,91,60,83,53
     Credit,0,0,0,0,0,0,11,14,9,12,0,16
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Assembler,47,25,55,55,33,63,0,0,0,0,0,0
     Wholesaler,33,75,18,27,67,13,0,0,0,0,0,0
     S-riker,7,0,9,0,0,0,0,0,0,0,0,0
     Cooperative,0,0,0,9,0,13,0,0,0,0,0,0
     Striker,0,0,0,9,0,13,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,56,43,64,60,83,53
     Creditor/Lender,0,0,0,0,0,0,28,57,9,4,0,5
     Miller,0,0,0,0,0,0,11,0,18,4,0,5
     Stores,0,0,0,0,0,0,0,0,0,4,0,5
     Othersa,0,0,0,0,0,0,6,0,9,0,0,0
Bukidnon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 43),(n = 28),(n = 14),(n = 28),(n = 23),(n = 5),(n = 65),(n = 56),(n = 9),(n = 77),(n = 71),(n = 6)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,37,21,71,25,13,80,18,14,44,23,21,50
     Picked-up,63,79,29,75,87,20,82,86,56,61,65,17
     No response,0,0,0,0,0,0,0,0,0,16,14,33
Mode of Payment,,,,,,,,,,,,
     Cash,98,96,100,100,100,100,91,93,78,78,80,50
     Credit,0,0,0,0,0,0,8,5,22,6,6,17
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Assembler,35,43,14,7,4,20,23,20,44,22,21,33
     Wholesaler,33,43,14,32,35,20,0,0,0,0,0,0
     Wholesaler-retailer,16,4,43,46,43,60,0,0,0,0,0,0
     Palay Trader,9,0,29,7,9,0,51,57,11,43,44,33
     Retailer,2,4,0,7,9,0,0,0,0,0,0,0
     Miller,0,0,0,0,0,0,18,16,33,14,14,17
     Creditor/Lender,0,0,0,0,0,0,2,2,0,1,1,0
     Cooperative,0,0,0,0,0,0,2,2,0,0,0,0
     Neighbors,0,0,0,0,0,0,0,0,0,6,7,0
     Co-farmer,0,0,0,0,0,0,0,0,0,1,1,0
     Othersa,0,0,0,0,0,0,6,5,11,0,0,0
Davao de Oro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 12),(n = 12),(n = 0),(n = 12),(n = 12),(n = 0),(n = 26),(n = 22),(n = 4),(n = 25),(n = 20),(n = 5)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,8,8,0,17,17,0,4,0,25,8,5,20
     Picked-up,92,92,0,83,83,0,96,100,75,88,90,80
     No response,0,0,0,0,0,0,0,0,0,4,5,0
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,0,100,100,0,100,100,100,96,95,100
     Credit,0,0,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,67,67,0,50,50,0,0,0,0,0,0,0
     Wholesaler,25,25,0,33,33,0,0,0,0,0,0,0
     Informal money lender,8,8,0,17,17,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,100,100,100,96,95,100
Davao del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 17),(n = 17),(n = 0),(n = 19),(n = 19),(n = 0),(n = 34),(n = 34),(n = 0),(n = 34),(n = 34),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,0,0,0,5,5,0,12,12,0,0,0,0
     Picked-up,100,100,0,95,95,0,88,88,0,94,94,0
     No response,0,0,0,0,0,0,0,0,0,6,6,0
Mode of Payment,,,,,,,,,,,,
     Cash,94,94,0,100,100,0,94,94,0,94,94,0
     Credit,6,6,0,0,0,0,6,6,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,82,82,0,74,74,0,0,0,0,0,0,0
     Wholesaler-retailer,12,12,0,26,26,0,0,0,0,0,0,0
     Informal money lender,6,6,0,0,0,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,100,100,0,94,94,0
Davao del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 30),(n = 29),(n = 1),(n = 31),(n = 31),(n = 0),(n = 59),(n = 59),(n = 0),(n = 60),(n = 60),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,30,31,0,32,32,0,36,36,0,32,32,0
     Picked-up,70,69,100,68,68,0,64,64,0,65,65,0
     No response,0,0,0,0,0,0,0,0,0,3,3,0
Mode of Payment,,,,,,,,,,,,
     Cash,97,97,100,97,97,0,92,92,0,95,95,0
     Credit,3,3,0,3,3,0,3,3,0,2,2,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,40,41,0,32,32,0,0,0,0,0,0,0
     Wholesaler,23,24,0,35,35,0,0,0,0,0,0,0
     Assembler,13,14,0,3,3,0,27,27,0,3,3,0
     Palay Trader,13,10,100,0,0,0,41,41,0,75,75,0
     Informal money lender,10,10,0,13,13,0,0,0,0,0,0,0
     Cooperative,3,3,0,0,0,0,2,2,0,2,2,0
     Retailer,3,3,0,6,6,0,0,0,0,0,0,0
     Trader,3,3,0,3,3,0,0,0,0,0,0,0
     Input dealer,0,0,0,3,3,0,0,0,0,0,0,0
     Neighbor,0,0,0,3,3,0,0,0,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,22,22,0,13,13,0
     Miller,0,0,0,0,0,0,2,2,0,0,0,0
     Striker,0,0,0,0,0,0,0,0,0,2,2,0
     Rice wholesaler,0,0,0,0,0,0,0,0,0,2,2,0
     Othersa,0,0,0,0,0,0,7,7,0,0,0,0
Davao Oriental,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 60),(n = 58),(n = 2),(n = 56),(n = 54),(n = 2),(n = 59),(n = 59),(n = 0),(n = 60),(n = 60),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,25,24,50,11,7,100,15,15,0,17,17,0
     Picked-up,75,76,50,89,93,0,85,85,0,78,78,0
     No response,0,0,0,0,0,0,0,0,0,5,5,0
Mode of Payment,,,,,,,,,,,,
     Cash,88,88,100,98,98,100,98,98,0,95,95,0
     Credit,12,12,0,0,0,0,2,2,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,60,59,100,39,41,0,0,0,0,0,0,0
     Wholesaler-retailer,20,21,0,32,33,0,0,0,0,0,0,0
     Retailer,15,16,0,7,7,0,0,0,0,0,0,0
     Input dealer,2,2,0,16,13,100,0,0,0,0,0,0
     Palay Trader,2,2,0,0,0,0,61,61,0,52,52,0
     Trader,0,0,0,2,2,0,0,0,0,0,0,0
     Rice miller,0,0,0,2,2,0,0,0,0,0,0,0
     Consumer,0,0,0,2,2,0,0,0,0,0,0,0
     Miller,0,0,0,0,0,0,24,24,0,27,27,0
     Assembler,0,0,0,0,0,0,12,12,0,13,13,0
     Creditor/Lender,0,0,0,0,0,0,5,5,0,3,3,0
     Cooperative,0,0,0,0,0,0,0,0,0,2,2,0
     Othersa,0,0,0,0,0,0,5,5,0,0,0,0
North Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 36),(n = 25),(n = 11),(n = 25),(n = 22),(n = 2),(n = 80),(n = 56),(n = 24),(n = 68),(n = 49),(n = 19)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,44,20,100,12,9,50,25,20,38,19,12,37
     Picked-up,53,76,0,88,91,50,75,80,63,69,80,42
     No response,3,4,0,0,0,0,0,0,0,12,8,21
Mode of Payment,,,,,,,,,,,,
     Cash,94,92,100,96,95,100,99,98,100,85,90,74
     Credit,3,4,0,4,5,0,1,2,0,1,2,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,58,52,73,56,59,50,0,0,0,0,0,0
     Wholesaler-retailer,31,32,27,24,18,50,0,0,0,0,0,0
     Retailer,11,16,0,0,0,0,0,0,0,0,0,0
     Input dealer,6,8,0,0,0,0,0,0,0,0,0,0
     Cooperative,6,8,0,20,23,0,16,23,0,12,14,5
     Assembler,3,4,0,0,0,0,5,5,4,24,20,32
     Palay Trader,0,0,0,0,0,0,80,77,88,41,47,26
     Creditor/Lender,0,0,0,0,0,0,14,5,33,12,10,16
     Miller,0,0,0,0,0,0,4,5,0,1,2,0
     Input dealer/trader,0,0,0,0,0,0,0,0,0,1,2,0
     Othersa,0,0,0,0,0,0,3,4,0,0,0,0
South Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 48),(n = 39),(n = 9),(n = 24),(n = 23),(n = 1),(n = 56),(n = 49),(n = 7),(n = 56),(n = 47),(n = 9)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,23,26,11,21,22,0,14,12,29,13,6,44
     Picked-up,77,74,89,79,78,100,86,88,71,86,91,56
     No response,0,0,0,0,0,0,0,0,0,2,2,0
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,100,100,100,100,100,100,98,98,100
     Credit,0,0,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,67,77,22,88,91,0,0,0,0,0,0,0
     Cooperative,15,0,78,4,0,100,11,6,43,5,2,22
     Wholesaler,15,18,0,8,9,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,93,98,57,91,94,78
     Miller,0,0,0,0,0,0,4,4,0,2,2,0
     Creditor/Lender,0,0,0,0,0,0,0,0,0,2,2,0
Sultan Kudarat,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 52),(n = 40),(n = 12),(n = 26),(n = 21),(n = 6),(n = 56),(n = 41),(n = 15),(n = 40),(n = 40),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,33,20,75,46,38,67,41,29,73,23,23,0
     Picked-up,67,80,25,54,62,33,59,71,27,78,78,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,96,95,100,100,100,100,100,100,0
     Credit,0,0,0,4,5,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,40,45,25,58,43,100,0,0,0,0,0,0
     Wholesaler,33,28,50,8,10,0,0,0,0,0,0,0
     Retailer,6,3,17,4,5,0,0,0,0,0,0,0
     Input dealer,4,5,0,4,5,0,0,0,0,0,0,0
