Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 120),,(n = 94),,(n = 26),,(n = 114),,(n = 110),,(n = 4),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,248,575,191,330,453,1055,204,356,203,360,226,261
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1889,1928,1988,1919,1532,1956,2254,2196,2167,2180,4649,1038
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6268,2538,5981,1815,7305,4120,6394,2367,6371,2406,7032,367
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,265,803,170,412,611,1510,164,406,170,413,0,0
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9047,3856,9245,3982,8333,3329,9734,4710,9809,4774,7678,1245
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,773,591,843,608,518,452,953,1217,965,1231,622,718
    Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1341,2795,1571,2980,510,1800,928,3030,962,3080,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,467,494,436,412,581,716,783,2516,791,2560,561,380
    Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1851,2112,1669,1906,2509,2672,1810,1840,1853,1859,636,240
    Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,613,798,564,793,791,809,792,1932,797,1967,643,124
    Crop care and maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2037,1722,2030,1722,2063,1754,2493,2676,2497,2722,2384,711
    Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40,222,51,250,0,0,46,300,47,305,0,0
    Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,105,221,96,207,375,433
Total Labor Costs,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,24838,,24737,,25206,,26661,,26728,,24806,
Aurora,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 57),,(n = 55),,(n = 2),,(n = 50),,(n = 49),,(n = 1),,(n = 59),,(n = 55),,(n = 4),,(n = 55),,(n = 53),,(n = 2),,(n = 120),,(n = 114),,(n = 6),,(n = 118),,(n = 118),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,28,88,29,90,0,0,18,90,18,91,0,,14,104,15,108,0,0,19,98,20,100,0,0,0,0,0,0,0,0,0,0,0,0,,
    Land preparation,956,1019,990,1020,0,0,964,962,970,971,667,,1495,1332,1448,1350,2143,936,2040,1578,2041,1608,2025,35,3626,2889,3778,2884,733,450,3962,2185,3962,2185,,
    Crop establishment,429,814,445,824,0,0,484,939,489,948,267,,401,1512,415,1565,202,246,587,1079,593,1099,425,247,529,566,514,536,814,1008,742,1134,742,1134,,
    Crop care and maintenance,216,334,224,338,0,0,154,312,153,315,200,,176,360,188,370,13,26,238,473,221,453,700,990,387,758,401,774,114,177,545,918,545,918,,
    Harvesting and threshing,5122,677,5152,665,4299,571,5081,686,5100,679,4144,,6401,1875,6388,1920,6580,1232,6891,1824,6855,1848,7838,337,5584,2073,5605,2124,5186,288,6018,2604,6018,2604,,
    Post-harvest labor,242,199,248,199,70,99,337,265,340,267,206,,497,321,484,324,669,230,557,363,547,363,828,322,859,525,823,412,1542,1455,1222,772,1222,772,,
    Permanent hired labor,0,0,0,0,0,0,367,1162,334,1149,2022,,1411,2598,1425,2629,1225,2450,928,2120,964,2152,0,0,1848,3368,1839,3393,2016,3123,1850,3723,1850,3723,,
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,12,34,13,35,0,0,24,68,24,69,0,,5,35,5,36,0,0,45,158,47,161,0,0,0,0,0,0,0,0,9,52,9,52,,
    Land preparation,542,530,535,537,729,233,636,669,649,670,0,,763,936,790,958,388,448,1109,1424,1151,1434,0,0,871,1323,849,1318,1299,1456,866,1104,866,1104,,
    Crop establishment,41,37,41,37,44,0,707,471,722,464,0,,168,192,168,195,157,171,131,232,134,236,38,53,493,929,498,948,402,465,487,834,487,834,,
    Crop care and maintenance,1012,534,1009,536,1097,629,1090,663,1112,650,0,,1452,1272,1491,1294,910,862,2073,1896,2111,1922,1078,172,1685,2127,1739,2167,671,521,2029,3023,2029,3023,,
    Harvesting and threshing,0,0,0,0,0,0,29,204,29,206,0,,3,26,4,27,0,0,5,39,5,39,0,0,0,0,0,0,0,0,0,0,0,0,,
    Post-harvest labor,48,42,47,42,71,58,279,206,284,204,0,,37,87,38,89,13,25,47,91,49,92,0,0,0,0,0,0,0,0,11,57,11,57,,
Total Labor Costs,8649,,8734,,6310,,10169,,10224,,7506,,12821,,12859,,12299,,14671,,14737,,12932,,15881,,16045,,12778,,17741,,17741,,0,
Bulacan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 77),,(n = 35),,(n = 39),,(n = 29),,(n = 29),,(n = 0),,(n = 79),,(n = 38),,(n = 41),,(n = 37),,(n = 37),,(n = 0),,(n = 162),,(n = 88),,(n = 74),,(n = 96),,(n = 86),,(n = 10),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,125,275,77,174,148,325,23,92,23,92,,,285,345,178,316,383,344,86,239,86,239,,,540,1132,561,1427,516,634,281,931,313,979,0,0
    Land preparation,2068,1710,1920,1800,2120,1608,2479,1974,2479,1974,,,4128,2616,4367,3037,3908,2171,5066,2886,5066,2886,,,4050,3616,3629,3422,4551,3796,3395,2982,3165,2922,5373,2888
    Crop establishment,1844,1473,1361,1400,2237,1404,491,1416,491,1416,,,4204,2297,4070,2159,4327,2438,2435,2800,2435,2800,,,4507,3333,4882,3645,4061,2881,3350,4230,3720,4320,170,220
    Crop care and maintenance,174,464,187,488,139,416,142,325,142,325,,,271,422,287,427,257,423,172,409,172,409,,,397,644,330,643,477,641,257,627,224,609,540,735
    Harvesting and threshing,7025,2688,7624,3016,6466,2350,7606,2844,7606,2844,,,9940,3686,10756,3865,9184,3385,13789,4030,13789,4030,,,10045,6157,10428,6137,9589,6192,12389,6905,13056,6957,6660,2347
    Post-harvest labor,287,420,314,416,241,418,663,837,663,837,,,567,483,486,473,643,485,731,519,731,519,,,940,745,960,775,917,711,1159,788,1142,784,1310,850
    Permanent hired labor,1229,2280,1744,2638,745,1823,2703,3856,2703,3856,,,1671,3501,2069,3831,1303,3168,2071,4287,2071,4287,,,2526,4861,3257,5577,1657,3693,5195,6386,5479,6639,2748,2587
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,44,50,34,50,53,50,16,58,16,58,,,242,381,298,432,191,324,188,403,188,403,,,150,278,196,356,95,116,123,449,137,473,0,0
    Land preparation,234,389,253,394,200,382,243,514,243,514,,,323,728,456,909,200,487,251,817,251,817,,,577,1126,661,1293,477,886,588,1029,656,1067,0,0
    Crop establishment,41,100,31,45,41,123,1153,1067,1153,1067,,,160,287,125,228,193,333,124,181,124,181,,,212,399,223,420,200,377,204,333,228,344,0,0
    Crop care and maintenance,791,741,843,841,732,651,1261,1022,1261,1022,,,666,1160,863,1506,484,674,2455,2568,2455,2568,,,643,1176,854,1498,393,507,1370,2246,1496,2334,280,590
    Harvesting and threshing,26,228,57,338,0,0,193,1040,193,1040,,,10,90,0,0,20,125,0,0,0,0,,,20,177,0,0,43,261,0,0,0,0,0,0
    Post-harvest labor,34,63,27,51,41,74,267,326,267,326,,,87,179,124,235,53,95,61,143,61,143,,,0,0,0,0,0,0,0,0,0,0,0,0
Total Labor Costs,13922,,14472,,13163,,17239,,17239,,0,,22556,,24077,,21146,,27429,,27429,,0,,24608,,25980,,22977,,28311,,29616,,17082,
Nueva Ecija,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 110),,(n = 96),,(n = 13),,(n = 77),,(n = 76),,(n = 1),,(n = 148),,(n = 141),,(n = 7),,(n = 123),,(n = 123),,(n = 0),,(n = 300),,(n = 228),,(n = 72),,(n = 258),,(n = 258),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,85,169,91,175,50,126,77,219,78,220,0,,165,257,168,257,100,265,123,219,123,219,,,152,384,166,396,110,342,142,296,142,296,,
    Land preparation,1481,1504,1445,1490,1861,1620,1854,1185,1830,1174,3700,,2281,1978,2307,1962,1772,2390,2159,1816,2159,1816,,,2157,2221,2263,2354,1822,1704,2686,2305,2686,2305,,
    Crop establishment,2027,1364,2111,1367,1331,1208,1537,2179,1533,2193,1800,,3716,1977,3765,1996,2734,1279,2687,2032,2687,2032,,,4495,2951,5064,2915,2695,2276,4203,3447,4203,3447,,
    Crop care and maintenance,156,578,179,616,0,0,68,176,69,177,0,,45,172,44,174,54,142,232,746,232,746,,,168,410,147,380,235,493,155,401,155,401,,
    Harvesting and threshing,5849,2445,5865,2538,5605,1729,10021,3665,10110,3605,3274,,6796,3239,6832,3262,6068,2848,13251,4503,13251,4503,,,6524,3415,6760,3325,5776,3609,10373,4902,10373,4902,,
    Post-harvest labor,468,422,476,437,448,295,613,498,616,500,370,,473,500,466,499,618,539,899,644,899,644,,,949,1080,946,676,961,1857,1313,829,1313,829,,
    Permanent hired labor,728,1756,784,1815,366,1318,1647,3401,1669,3419,0,,988,2352,1015,2394,456,1206,2435,4326,2435,4326,,,2021,4176,2369,4588,921,2124,4599,6215,4599,6215,,
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,63,63,64,65,51,50,47,79,47,79,63,,367,437,352,431,658,495,203,287,203,287,,,179,271,188,279,152,243,159,321,159,321,,
    Land preparation,485,578,469,574,479,462,362,444,363,447,277,,991,1202,977,1219,1284,801,844,1135,844,1135,,,623,879,590,901,729,800,633,899,633,899,,
    Crop establishment,86,227,80,239,132,113,787,624,778,624,1437,,263,396,262,401,290,292,294,769,294,769,,,256,686,278,778,187,196,232,436,232,436,,
    Crop care and maintenance,1123,1217,1198,1270,629,555,1262,860,1263,865,1215,,1294,1428,1332,1449,531,514,1593,1854,1593,1854,,,1187,1975,1233,2157,1043,1230,1632,2514,1632,2514,,
    Harvesting and threshing,41,255,38,268,64,156,71,352,49,291,1800,,50,178,48,180,101,141,112,656,112,656,,,74,666,9,93,278,1335,0,5,0,5,,
    Post-harvest labor,32,53,30,53,44,51,272,285,271,286,400,,111,180,111,182,103,149,97,234,97,234,,,0,0,0,0,0,0,32,160,32,160,,
Total Labor Costs,12624,,12832,,11059,,18619,,18675,,14336,,17540,,17678,,14770,,24930,,24930,,0,,18787,,20012,,14909,,26159,,26159,,0,
Pampanga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 49),,(n = 7),,(n = 41),,(n = 41),,(n = 0),,(n = 49),,(n = 49),,(n = 0),,(n = 50),,(n = 50),,(n = 0),,(n = 114),,(n = 90),,(n = 24),,(n = 112),,(n = 112),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,181,393,176,398,211,377,37,131,37,131,,,87,224,87,224,,,50,160,50,160,,,186,391,207,427,104,195,66,220,66,220,,
    Land preparation,1898,1535,1749,1497,2946,1488,2643,2161,2643,2161,,,1396,1919,1396,1919,,,1810,2174,1810,2174,,,2548,2402,2436,2316,2965,2713,2644,2228,2644,2228,,
    Crop establishment,2052,1294,2040,1342,2143,969,2189,1925,2189,1925,,,3377,2186,3377,2186,,,1585,2277,1585,2277,,,4780,3286,4903,3311,4320,3219,1927,2525,1927,2525,,
    Crop care and maintenance,374,529,355,509,510,688,296,824,296,824,,,202,605,202,605,,,189,588,189,588,,,296,604,312,645,237,424,346,744,346,744,,
    Harvesting and threshing,6806,2689,6923,2741,5989,2300,10296,5225,10296,5225,,,7289,2771,7289,2771,,,12134,3238,12134,3238,,,11027,8001,11882,8408,7823,5230,11851,6505,11851,6505,,
    Post-harvest labor,445,497,433,464,529,730,603,609,603,609,,,352,408,352,408,,,532,594,532,594,,,1430,901,1462,900,1310,912,1891,1399,1891,1399,,
    Permanent hired labor,767,1897,832,2001,312,826,949,3165,949,3165,,,1747,3734,1747,3734,,,2279,4041,2279,4041,,,1902,4526,1495,3628,3430,6828,3627,5680,3627,5680,,
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,81,79,76,79,114,77,107,123,107,123,,,267,321,267,321,,,99,325,99,325,,,136,208,138,213,129,191,56,147,56,147,,
    Land preparation,448,542,458,548,375,532,571,677,571,677,,,935,1127,935,1127,,,1225,1635,1225,1635,,,795,1264,806,1235,752,1395,744,1322,744,1322,,
    Crop establishment,67,164,56,150,144,242,777,745,777,745,,,218,354,218,354,,,198,270,198,270,,,149,267,158,284,113,192,138,178,138,178,,
    Crop care and maintenance,677,722,673,754,705,485,800,615,800,615,,,1852,2253,1852,2253,,,1807,2295,1807,2295,,,831,1070,848,1077,769,1066,1251,1515,1251,1515,,
    Harvesting and threshing,155,460,153,466,171,454,16,92,16,92,,,81,246,81,246,,,120,347,120,347,,,2,15,3,17,0,0,0,0,0,0,,
    Post-harvest labor,23,46,22,45,31,56,188,262,188,262,,,142,257,142,257,,,160,317,160,317,,,0,0,0,0,0,0,4,33,4,33,,
Total Labor Costs,13976,,13947,,14180,,19471,,19471,,0,,17946,,17946,,0,,22189,,22189,,0,,24081,,24649,,21952,,24546,,24546,,0,
Tarlac,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 76),,(n = 57),,(n = 19),,(n = 37),,(n = 37),,(n = 0),,(n = 86),,(n = 77),,(n = 9),,(n = 45),,(n = 45),,(n = 0),,(n = 172),,(n = 110),,(n = 62),,(n = 104),,(n = 100),,(n = 4),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,100,269,134,304,0,0,10,45,10,45,,,158,257,142,245,294,331,82,196,82,196,,,305,599,350,633,224,529,186,477,193,485,0,0
    Land preparation,1970,1847,2024,1922,1808,1640,1776,1660,1776,1660,,,2460,2056,2452,2059,2530,2158,2541,2061,2541,2061,,,2019,1974,2201,1835,1696,2177,2358,2197,2260,2097,4820,3487
    Crop establishment,1895,1156,2335,867,576,885,1729,1456,1729,1456,,,4027,1956,4103,1875,3378,2598,2524,1943,2524,1943,,,4025,2426,4605,2185,2997,2507,3642,3141,3788,3116,0,0
    Crop care and maintenance,29,135,38,155,0,0,57,187,57,187,,,45,178,49,187,10,22,94,298,94,298,,,248,523,211,440,314,644,294,902,306,918,0,0
    Harvesting and threshing,5136,2444,6011,2034,2512,1526,6713,1780,6713,1780,,,6990,2912,7044,2784,6521,4026,9710,4224,9710,4224,,,8151,4831,8502,5411,7528,3534,8948,4568,9045,4627,6535,1310
    Post-harvest labor,118,337,150,381,21,92,204,268,204,268,,,231,299,238,295,178,353,171,259,171,259,,,740,724,849,666,547,785,917,877,948,879,133,154
    Permanent hired labor,329,1510,439,1733,0,0,435,1812,435,1812,,,743,2273,778,2362,444,1333,1395,3829,1395,3829,,,873,2936,1109,3377,455,1872,1794,3926,1866,3988,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,91,61,97,59,72,63,73,92,73,92,,,365,302,370,292,326,395,224,279,224,279,,,359,559,283,324,494,812,423,762,440,772,0,0
    Land preparation,507,471,463,434,638,560,640,623,640,623,,,803,812,798,767,845,1189,645,945,645,945,,,1031,1418,910,1304,1245,1589,1620,2391,1647,2434,933,308
    Crop establishment,204,476,65,207,623,752,1040,596,1040,596,,,224,262,237,271,121,136,422,739,422,739,,,283,484,175,319,475,645,471,1097,346,780,3600,2771
    Crop care and maintenance,1145,817,1250,873,829,519,1363,703,1363,703,,,1464,1412,1502,1446,1137,1094,3625,2417,3625,2417,,,2033,2522,1927,2285,2222,2906,7297,10455,7453,10633,3404,1073
    Harvesting and threshing,499,781,191,533,1423,674,103,413,103,413,,,153,256,135,225,305,432,660,1317,660,1317,,,221,1098,95,574,446,1646,74,251,75,256,63,72
    Post-harvest labor,96,82,86,87,125,57,321,189,321,189,,,155,184,161,191,107,111,28,44,28,44,,,0,0,0,0,0,0,50,125,49,126,75,87
Total Labor Costs,12120,,13284,,8627,,14466,,14466,,0,,17820,,18010,,16195,,22120,,22120,,0,,20288,,21215,,18643,,28074,,28414,,19563,
Laguna,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 38),,(n = 18),,(n = 45),,(n = 36),,(n = 9),,(n = 59),,(n = 59),,(n = 0),,(n = 57),,(n = 56),,(n = 1),,(n = 102),,(n = 86),,(n = 16),,(n = 114),,(n = 92),,(n = 22),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,103,233,64,146,187,344,26,79,32,87,0,0,123,219,123,219,,,134,227,137,228,0,,707,2914,771,3159,364,709,253,740,314,813,0,0
    Land preparation,2134,1799,1795,1786,2850,1653,2694,2177,2866,2381,2005,761,3284,2640,3284,2640,,,3195,2473,3252,2457,0,,3644,6059,3164,5979,6223,6014,3264,4874,3212,3442,3485,8742
    Crop establishment,1776,854,1630,961,2083,449,1638,1219,1688,1326,1441,649,2957,1417,2957,1417,,,2655,1139,2640,1143,3500,,4585,4448,4161,4316,6867,4589,3218,4026,3677,4223,1297,2269
    Crop care and maintenance,687,735,776,788,498,584,812,1199,818,1312,788,609,485,622,485,622,,,677,885,689,888,0,,563,1152,575,1117,500,1366,835,3025,1034,3340,0,0
    Harvesting and threshing,4197,3174,3633,3177,5387,2902,8973,3840,9064,4172,8611,2188,9229,3650,9229,3650,,,11272,4838,11355,4841,6667,,9717,7470,9561,6750,10556,10800,15549,9826,16173,10039,12940,8600
    Post-harvest labor,348,401,399,408,240,376,502,712,502,786,500,292,645,612,645,612,,,666,615,677,615,53,,1220,1383,1212,1247,1267,2017,2707,5098,2110,3068,5205,9536
    Permanent hired labor,199,683,46,217,522,1116,810,2801,173,780,3358,5601,322,1522,322,1522,,,418,1865,426,1881,0,,1443,5008,1712,5417,0,0,492,2348,609,2602,0,0
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,86,63,89,65,80,58,119,93,134,94,62,65,411,404,411,404,,,411,349,409,351,543,,549,653,492,606,854,817,1332,2334,880,1436,3225,3965
    Land preparation,824,931,859,963,749,882,640,967,701,1056,398,426,1706,1837,1706,1837,,,1775,1927,1758,1940,2700,,2502,4490,2757,4817,1134,1388,4049,6805,1942,3248,12859,10136
    Crop establishment,240,532,269,630,177,216,1125,903,1314,908,367,260,390,588,390,588,,,681,1164,657,1161,2000,,1700,3299,1688,3384,1763,2898,3788,16104,3332,17621,5694,6733
    Crop care and maintenance,1469,664,1562,604,1273,757,2029,962,2202,967,1337,564,2508,2109,2508,2109,,,3097,2332,3121,2346,1750,,2342,4256,2373,4584,2180,1687,3554,5166,2758,4441,6879,6616
    Harvesting and threshing,510,1305,533,1299,461,1353,182,745,208,825,80,240,45,347,45,347,,,499,2106,507,2124,0,,306,1002,162,748,1080,1682,751,2280,52,352,3673,4044
    Post-harvest labor,59,107,48,99,80,123,448,409,476,429,334,313,165,244,165,244,,,224,598,226,603,148,,0,0,0,0,0,0,337,887,18,82,1672,1374
Total Labor Costs,12630,,11703,,14588,,19999,,20178,,19281,,22271,,22271,,0,,25705,,25854,,17361,,29279,,28626,,32787,,40130,,36112,,56930,
Quezon,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 52),,(n = 39),,(n = 13),,(n = 47),,(n = 27),,(n = 20),,(n = 60),,(n = 34),,(n = 26),,(n = 59),,(n = 29),,(n = 30),,(n = 104),,(n = 76),,(n = 28),,(n = 116),,(n = 76),,(n = 40),
