Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,15.65,7.52,15.92,6.78,14.75,9.09,13.84,8.18,14.26,8.4,12.86,6.99,25.68,15.43,25.29,15.09,27.09,16.82,25.57,12.93,25.36,12.72,26.35,13.79,26.98,26.45,28.55,28.77,22.68,17.69,28.67,24.12,29.31,24.85,24.42,17.29
     Seedling management,0.05,0.13,0.06,0.14,0.03,0.11,0.04,0.14,0.06,0.17,0,0.02,0.49,0.78,0.5,0.8,0.45,0.74,0.52,0.94,0.51,0.93,0.54,1,0.48,0.86,0.58,0.92,0.21,0.59,0.43,0.96,0.42,0.88,0.49,1.44
     Land preparation,3.01,2.85,2.8,2.72,3.66,3.19,2.45,2.6,2.38,2.68,2.64,2.43,3.76,3.97,3.61,3.83,4.31,4.47,4.16,4.05,3.91,3.82,5.1,4.79,4.04,4.9,4.42,5.32,2.99,3.36,4.56,7.21,4.68,7.46,3.75,5.32
     Crop establishment,12.5,4.19,12.95,3.52,11.05,5.71,11.15,4.48,11.54,4.42,10.22,4.54,20.9,9.3,20.66,9.17,21.79,9.9,20.56,6.84,20.62,6.91,20.35,6.74,21.46,17.23,22.27,18.55,19.24,12.95,22.98,13.62,23.4,14.02,20.18,10.53
     Crop care & maintenance,0.09,0.35,0.11,0.4,0.01,0.08,0.2,0.96,0.28,1.13,0,0,0.53,1.38,0.52,1.29,0.54,1.71,0.33,1.1,0.32,1.06,0.36,1.26,1,3.46,1.28,3.98,0.24,0.79,0.7,2.33,0.81,2.49,0,0
  Harvesting and threshing,17.9,5.76,18.02,6.23,17.53,3.95,18.96,8.08,20.52,8.06,15.21,6.92,19.58,9.93,19.11,9.39,21.29,11.77,21.24,9.79,21.28,9.8,21.09,9.98,13.47,24.43,14.89,26.44,9.59,17.66,9.95,14.86,9.44,13.65,13.35,21.59
  Post-harvest labor,0.72,0.57,0.75,0.57,0.62,0.57,2.07,1.62,2.23,1.68,1.68,1.43,1.62,1.77,1.49,1.62,2.08,2.21,2.58,2.4,2.58,2.43,2.59,2.32,1.56,2.45,1.78,2.73,0.95,1.27,3.87,5.54,4.06,5.82,2.57,2.84
  Permanent hired labor,2.49,6.5,2.95,7.26,0.98,2.53,3.77,8.66,4.92,9.76,1.02,4.09,2.58,5.58,3.05,6.01,0.88,3.14,3.2,7.78,3.84,8.54,0.87,2.95,8.01,26.06,7.64,22.24,9.04,34.88,6.3,16.53,6.68,17.25,3.75,10.61
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,17.15,13.59,19.3,14.33,10.19,7.08,21.56,15.25,22.5,15.06,19.3,12.09,21.4,20.45,21.81,20.61,19.91,18.12,19.25,18.83,19.97,19.63,16.69,13.3,22.56,32.11,20.61,28.83,27.9,38.13,23.51,51.41,24.14,54.22,19.26,22.42
     Seedling management,0.71,0.32,0.69,0.34,0.75,0.27,1.04,0.58,0.98,0.61,1.18,0.46,2.78,2.24,2.86,2.31,2.47,1.94,2.76,2.09,2.68,2.15,3.06,1.88,3.13,4.21,2.6,2.69,4.58,6.68,2.78,3.02,2.68,3.07,3.43,2.65
     Land preparation,0.67,1.79,0.8,1.99,0.25,0.74,4.2,3.33,3.93,3.3,4.85,3.36,5.85,5.2,5.34,4.75,7.72,6.37,5.17,4.94,4.74,4.91,6.76,4.82,5.16,5.91,4.17,4.62,7.85,8,5.93,6.55,5.91,6.71,6.06,5.5
     Crop establishment,0.05,0.2,0.06,0.23,0.01,0.06,6.83,5.76,8.77,5.46,2.17,3.26,1.64,2.85,1.55,2.78,1.99,3.13,1.31,1.69,1.31,1.84,1.33,1.04,1.6,3.5,1.43,3.13,2.08,4.4,4.22,27,4.26,28.71,3.96,10.36
     Crop care & maintenance,15.72,11.28,17.75,11.77,9.18,6.01,9.49,5.58,8.82,5.69,11.1,5.01,11.13,10.16,12.06,10.77,7.73,6.68,10.01,10.11,11.24,10.73,5.54,5.56,12.67,18.49,12.41,18.39,13.39,19.05,10.58,14.84,11.29,15.73,5.81,3.91
  Harvesting and threshing,0.96,4.14,1.14,4.7,0.38,1,0.85,3.69,0.9,4.28,0.73,1.55,0.72,2.39,0.67,2.46,0.92,2.12,0.48,1.7,0.46,1.73,0.58,1.61,0.7,2.54,0.85,2.82,0.27,1.46,0.22,1.55,0.25,1.66,0,0.02
  Post-harvest labor,0.57,0.53,0.52,0.52,0.73,0.55,3.3,1.82,3.17,1.89,3.6,1.64,1.12,1.3,1.03,1.34,1.42,1.1,0.99,1,1.01,1.07,0.93,0.68,0,0,0,0,0,0,0.37,0.99,0.35,0.98,0.52,1.11
Total Labor,55,,59,,45,,64,,69,,54,,73,,72,,74,,73,,75,,69,,73,,74,,70,,73,,74,,64,
Isabela,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 89),,(n = 74),,(n = 15),,(n = 89),,(n = 75),,(n = 14),,(n = 114),,(n = 90),,(n = 24),,(n = 115),,(n = 90),,(n = 25),,(n = 112),,(n = 94),,(n = 18),,(n = 116),,(n = 104),,(n = 12),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,12.36,9.07,12.22,9.28,13.12,8.07,12.36,8.19,12.83,8.41,9.85,6.14,18.09,13.21,18.23,13.19,17.56,11.94,16.16,13.01,17.51,12.41,11.37,13.28,20.6,26.42,21.19,26.81,17.52,20.72,18.43,17.58,18.63,16.86,16.64,21.54
     Seedling management,0.05,0.16,0.04,0.15,0.08,0.2,0.11,0.26,0.13,0.28,0.01,0.05,0.2,0.44,0.17,0.45,0.3,0.37,0.14,0.32,0.16,0.35,0.09,0.18,0.4,1.19,0.42,1.2,0.35,1.19,0.26,0.89,0.24,0.89,0.38,0.98
     Land preparation,1.7,2.52,1.69,2.58,1.77,2.25,1.91,2.19,2.1,2.27,0.87,1.35,3.1,3.25,2.64,3.18,4.83,2.98,2.25,2.94,2.17,2.65,2.54,3.86,2.46,3.97,2.01,3.45,4.79,5.57,2.65,4.24,2.66,4.34,2.57,3.45
     Crop establishment,10.31,5.51,10.16,5.65,11.07,4.83,10.21,5.26,10.44,5.34,8.97,4.74,14.36,8.4,15.07,8.67,11.68,6.86,13.56,9.02,14.92,8.6,8.69,8.97,16.14,12.78,17.14,13.04,10.91,10.12,14.91,10.52,15.05,9.6,13.69,17.11
     Crop care & maintenance,0.3,0.88,0.33,0.9,0.2,0.79,0.13,0.48,0.16,0.52,0,0,0.43,1.12,0.35,0.89,0.75,1.73,0.21,0.73,0.26,0.81,0.05,0.27,1.6,8.48,1.62,9.12,1.47,3.84,0.61,1.93,0.68,2.03,0,0
  Harvesting and threshing,16.29,5.02,16.37,5.32,15.91,3.27,15.9,5.44,15.98,5.41,15.53,5.83,16.57,7.74,17.39,7.56,13.5,7.75,15.99,7.75,17.43,7.47,10.81,6.54,7.43,11.92,7.94,12.04,4.75,11.21,6.41,11.48,6.54,11.11,5.26,14.88
  Post-harvest labor,0.68,0.57,0.7,0.56,0.58,0.62,1.38,1.32,1.51,1.39,0.73,0.5,0.51,1.08,0.36,0.78,1.08,1.72,0.43,0.94,0.36,0.96,0.67,0.85,2.15,2.75,2.47,2.87,0.48,0.74,3,5.92,3.19,6.17,1.42,2.59
  Permanent hired labor,5.67,10.05,6.18,10.36,3.16,8.16,5.21,9.43,6.18,9.99,0,0,4.19,6.34,5.26,6.73,0.21,1.02,6.21,8.76,7.94,9.18,0,0,15.93,33.34,18.75,35.67,1.18,4.99,9.94,16.41,10.47,16.65,5.36,13.95
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,13.14,12.6,13.3,12.98,12.38,10.56,17.77,13.95,16.87,14.07,22.62,9.13,11.28,15.05,12.08,16.25,8.31,7.02,11.51,14.91,10.33,14.43,15.8,12.04,27.84,58.94,25.75,50.88,38.76,88.78,15.22,23.75,14.45,21.11,21.85,37.32
     Seedling management,0.5,0.42,0.47,0.41,0.63,0.42,0.66,0.61,0.58,0.58,1.11,0.56,1.09,1.32,1.06,1.35,1.22,1.21,0.96,1.46,0.84,1.41,1.42,1.55,1.91,4.26,2.05,4.52,1.16,2.4,1.9,4.18,1.62,2.49,4.33,10.82
     Land preparation,1.36,2.43,1.52,2.59,0.61,1.28,3.24,2.94,2.67,2.79,6.31,1.48,2.75,3.42,2.74,3.6,2.79,2.67,3.17,3.94,2.2,3.26,6.64,4.28,7.08,12.42,5.88,10.16,13.36,19.8,5.23,8.08,4.91,7.35,7.97,12.98
     Crop establishment,0.09,0.22,0.1,0.23,0.05,0.16,4.78,4.93,5.09,5.1,3.1,3.58,0.78,1.62,0.78,1.74,0.79,1.09,1.12,1.92,0.79,1.35,2.32,2.96,1.52,3.01,1.33,2.24,2.53,5.53,1.22,2.1,1.12,1.97,2.15,2.94
     Crop care & maintenance,11.19,9.53,11.21,9.75,11.09,8.7,9.09,5.47,8.53,5.6,12.1,3.51,6.66,8.69,7.5,9.56,3.51,2.05,6.26,7.59,6.5,8.41,5.42,3.25,17.33,39.25,16.49,33.96,21.71,61.05,6.87,9.39,6.8,9.3,7.4,10.58
  Harvesting and threshing,0.67,2.56,0.7,2.75,0.53,1.29,0.66,2.67,0.62,2.87,0.9,1.22,0.26,1.03,0.14,0.83,0.71,1.52,0.28,1.4,0.09,0.79,0.98,2.51,0.67,3.85,0.33,1.59,2.47,8.88,0.39,2.54,0.38,2.62,0.5,1.73
  Post-harvest labor,0.33,0.42,0.32,0.43,0.37,0.38,2.2,1.56,2.01,1.59,3.25,0.9,0.05,0.22,0.06,0.23,0.04,0.2,0.09,0.29,0.03,0.13,0.33,0.52,0,0,0,0,0,0,0.16,0.51,0.11,0.36,0.55,1.15
Total Labor,49,,50,,46,,55,,56,,53,,51,,54,,41,,51,,54,,40,,75,,76,,65,,54,,54,,52,
Nueva Vizcaya,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 57),,(n = 55),,(n = 2),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.82,13.46,23.31,11.31,25.66,19.42,23.58,13.16,23.48,13.34,25.98,5.31
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.3,0.66,0.32,0.72,0.24,0.41,0.33,0.73,0.33,0.74,0.27,0.38
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3.53,4.64,3.43,3.82,3.88,7.05,3.9,3.92,3.8,3.94,6.47,2.97
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,19.15,5.96,18.96,5.29,19.81,8.19,18.94,7.39,18.92,7.52,19.24,1.96
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.84,2.2,0.6,1.48,1.73,3.77,0.41,1.12,0.43,1.14,0,0
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,17.8,13.17,18.18,12.73,16.44,15.11,14.05,12.36,14.16,12.46,11.07,12.63
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.96,1.56,2.13,1.57,1.37,1.45,1.6,1.92,1.65,1.94,0.13,0.19
  Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3.97,8.88,4.75,9.7,1.12,4.02,5.4,16.4,5.6,16.66,0,0
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,19.22,18.36,19.1,20.36,20.15,21.84,35.29,22.13,35.87,14.08,5.93
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.78,1.67,1.75,1.59,1.89,2.02,3,10.1,3.04,10.29,1.87,1.55
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6.4,7.62,6.04,7.54,7.69,8.07,6.68,7.1,6.85,7.17,2.12,0.98
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2.46,3.21,2.26,3.14,3.2,3.51,2.99,7.71,3.02,7.85,2.14,0.5
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8.15,6.72,8.31,6.83,7.58,6.55,9.17,10.38,9.22,10.56,7.95,2.9
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.14,0.78,0.18,0.88,0,0,0.16,1.01,0.16,1.03,0,0
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.39,0.8,0.35,0.76,1.25,1.77
Total Labor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,66,,67,,65,,67,,68,,53,
Aurora,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 57),,(n = 55),,(n = 2),,(n = 50),,(n = 49),,(n = 1),,(n = 59),,(n = 55),,(n = 4),,(n = 55),,(n = 53),,(n = 2),,(n = 60),,(n = 57),,(n = 3),,(n = 59),,(n = 59),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,6.13,8.01,6.36,8.05,0,0,6.56,9.11,6.53,9.18,7.61,0,7.94,10.14,7.81,10.41,9.64,3.78,9.87,11.35,9.81,11.47,11.32,6.57,7.51,8.75,7.64,8.9,4.94,4.74,8.61,9.93,8.61,9.93,0,0
     Seedling management,0.06,0.2,0.06,0.21,0,0,0.05,0.23,0.05,0.23,0,,0.06,0.43,0.06,0.45,0,0,0.05,0.25,0.06,0.25,0,0,0,0,0,0,0,0,0,0,0,0,,
     Land preparation,3.45,2.63,3.58,2.59,0,0,3.44,2.93,3.41,2.95,4.86,,5.57,4.12,5.39,4.2,8.01,1.35,5.97,3.84,5.9,3.87,7.71,3.24,5.19,5.28,5.32,5.38,2.63,2,5.29,3.73,5.29,3.73,,
     Crop establishment,1.85,4.02,1.92,4.08,0,0,2.41,4.81,2.43,4.86,1.36,,1.55,4.13,1.59,4.27,1.05,1.26,2.95,5.66,2.99,5.77,1.75,0.71,1.43,1.62,1.41,1.63,1.74,1.75,2.25,4.41,2.25,4.41,,
     Crop care & maintenance,0.77,1.16,0.8,1.17,0,0,0.66,1.14,0.64,1.14,1.39,,0.76,1.46,0.77,1.49,0.58,1.17,0.9,1.6,0.86,1.58,1.86,2.62,0.89,1.85,0.91,1.89,0.57,0.99,1.07,1.79,1.07,1.79,,
  Harvesting and threshing,20.79,3.97,20.81,4.01,20.41,3.67,19.35,4.63,19.22,4.59,25.56,,20.98,8.21,21.18,8.31,18.25,6.85,22.25,8.23,22.14,8.35,25.04,2.88,3.35,4.26,3.33,4.33,3.7,3.17,2.73,3.74,2.73,3.74,,
  Post-harvest labor,0.66,0.49,0.67,0.49,0.25,0.35,1.4,1.28,1.39,1.29,2.2,,2.41,1.92,2.38,1.95,2.75,1.71,2.2,1.57,2.11,1.53,4.59,0.59,2.62,1.95,2.51,1.93,4.71,0.98,2.27,2.16,2.27,2.16,,
  Permanent hired labor,0,0,0,0,0,0,1.28,4.58,1.16,4.54,7.35,,2.1,4.63,2.16,4.75,1.25,2.5,1.78,4.13,1.84,4.2,0,0,5.58,10.27,5.45,10.2,8,13.86,4.28,9.73,4.28,9.73,,
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,8.81,4.7,8.79,4.72,9.42,5.28,17.36,12.04,17.7,11.87,0,0,13.15,13.01,13.55,13.26,7.62,7.9,15.84,16.81,16.21,16.99,5.87,0.79,11.39,15.87,11.45,16.03,10.06,11.12,10.81,13.91,10.81,13.91,0,0
     Seedling management,0.09,0.26,0.1,0.26,0,0,0.15,0.43,0.15,0.43,0,,0.02,0.17,0.02,0.18,0,0,0.29,1.09,0.3,1.1,0,0,0,0,0,0,0,0,0.03,0.2,0.03,0.2,,
     Land preparation,0,0,0,0,0,0,3.81,3.36,3.89,3.34,0,,3.67,4.29,3.79,4.39,1.94,2.24,3.61,4.04,3.75,4.05,0,0,3.23,4.77,3.11,4.72,5.45,6.4,3.16,4.28,3.16,4.28,,
     Crop establishment,0,0,0,0,0,0,5.27,3.52,5.37,3.47,0,,0.83,0.96,0.83,0.97,0.8,0.85,0.73,1.22,0.74,1.24,0.21,0.3,1.82,3.32,1.83,3.38,1.6,2.09,1.75,3.08,1.75,3.08,,
     Crop care & maintenance,8.72,4.44,8.69,4.46,9.42,5.28,8.13,4.73,8.29,4.63,0,,8.63,7.59,8.91,7.72,4.88,4.81,11.21,10.46,11.42,10.6,5.66,0.49,6.34,7.78,6.51,7.93,3.01,2.63,5.87,6.35,5.87,6.35,,
  Harvesting and threshing,0,0,0,0,0,0,0.24,1.7,0.24,1.71,0,,0.02,0.13,0.02,0.13,0,0,0.03,0.19,0.03,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,
  Post-harvest labor,0.39,0.34,0.38,0.34,0.59,0.48,2.1,1.57,2.14,1.55,0,,0.12,0.33,0.13,0.34,0,0,0.23,0.44,0.24,0.44,0,0,0,0,0,0,0,0,0.04,0.21,0.04,0.21,,
Total Labor,37,,37,,31,,48,,48,,43,,47,,47,,40,,52,,52,,47,,30,,30,,31,,29,,29,,0,
Bulacan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 77),,(n = 35),,(n = 39),,(n = 29),,(n = 29),,(n = 0),,(n = 79),,(n = 38),,(n = 41),,(n = 37),,(n = 37),,(n = 0),,(n = 81),,(n = 44),,(n = 37),,(n = 48),,(n = 43),,(n = 5),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,11.32,9.49,9.42,10,12.95,8.73,5.46,8.96,5.46,8.96,0,0,24.26,18.23,22.79,16.96,25.64,19.12,19.19,21.17,19.19,21.17,0,0,19.77,17.82,19.95,18.18,19.54,17.39,14.63,25.02,15.45,25.07,7.5,6.56
     Seedling management,0.1,0.2,0.08,0.18,0.11,0.21,0.04,0.15,0.04,0.15,,,0.38,0.5,0.23,0.4,0.52,0.54,0.25,0.82,0.25,0.82,,,0.5,1.04,0.47,1.29,0.53,0.63,0.17,0.65,0.19,0.68,0,0
     Land preparation,2.68,2.36,2.43,2.59,2.94,2.21,3.06,2.55,3.06,2.55,,,4.97,4.34,3.97,3.44,5.9,4.9,5.76,4.76,5.76,4.76,,,4.23,4.32,4.01,4.66,4.49,3.92,3.11,3.45,2.91,3.54,4.82,1.99
     Crop establishment,8.22,6.24,6.59,6.58,9.57,5.56,1.76,4.36,1.76,4.36,,,18.06,11.73,17.8,12,18.31,11.63,12.78,14.6,12.78,14.6,,,14.04,10.58,14.64,10.48,13.32,10.8,10.79,19.31,12.02,20.06,0.18,0.24
     Crop care & maintenance,0.32,0.69,0.32,0.65,0.33,0.75,0.6,1.9,0.6,1.9,,,0.85,1.66,0.79,1.12,0.91,2.05,0.4,0.99,0.4,0.99,,,1,1.88,0.83,1.75,1.2,2.04,0.56,1.61,0.33,0.79,2.5,4.33
  Harvesting and threshing,17.7,4.65,16.52,4.9,18.49,4.32,16.54,5.7,16.54,5.7,,,16.43,7.62,15.97,6.47,16.85,8.61,20.84,9.38,20.84,9.38,,,13.52,14.86,11.96,10.47,15.37,18.79,11.45,11.13,11.61,11,10.13,13.5
  Post-harvest labor,0.48,0.56,0.47,0.57,0.47,0.54,1.68,1.33,1.68,1.33,,,1.72,1.54,1.37,1.3,2.05,1.69,1.6,1.43,1.6,1.43,,,1.9,1.95,1.73,2.02,2.1,1.87,1.76,1.79,1.8,1.86,1.42,0.93
  Permanent hired labor,2.86,7.41,4.08,9.51,1.3,3.18,6.42,8.73,6.42,8.73,,,1,2.01,1.47,2.42,0.56,1.42,3.9,8.92,3.9,8.92,,,6.08,10.54,9.35,12.93,2.18,4.3,12.67,16.73,13.58,17.36,4.84,6.28
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,6.89,8.44,7.28,7.85,6.2,6.4,13.79,12.8,13.79,12.8,0,0,6.28,11.57,7.49,12.7,5.17,9.56,14.83,19.32,14.83,19.32,0,0,5.4,10.19,6.7,12.37,3.85,5.94,7.8,15.3,8.61,15.93,0.8,1.79
     Seedling management,0.26,0.28,0.18,0.26,0.33,0.29,0.09,0.32,0.09,0.32,,,1.11,1.97,1.5,2.52,0.75,1.19,0.75,1.46,0.75,1.46,,,0.55,1.2,0.75,1.57,0.31,0.39,0.77,4.03,0.86,4.25,0,0
     Land preparation,0.83,1.97,1,2.12,0.68,1.9,0.87,1.77,0.87,1.77,,,1.53,3.53,1.92,3.6,1.17,3.46,0.94,2.77,0.94,2.77,,,1.72,3.19,1.89,3.66,1.52,2.55,1.6,2.69,1.78,2.79,0,0
     Crop establishment,0.27,1.71,0.13,0.46,0.04,0.19,5.86,5.41,5.86,5.41,,,0.78,1.52,0.49,0.84,1.06,1.93,0.58,0.85,0.58,0.85,,,0.71,1.3,0.74,1.38,0.67,1.21,0.64,1.07,0.72,1.1,0,0
     Crop care & maintenance,5.53,4.48,5.97,5.01,5.15,4.02,6.97,5.3,6.97,5.3,,,2.86,4.55,3.58,5.74,2.19,2.98,12.56,14.24,12.56,14.24,,,2.42,4.5,3.32,5.76,1.35,1.79,4.79,7.51,5.25,7.79,0.8,1.79
  Harvesting and threshing,0.1,0.91,0.23,1.35,0,0,0.55,2.97,0.55,2.97,,,0.04,0.34,0,0,0.07,0.47,0,0,0,0,,,0.05,0.44,0,0,0.11,0.66,0,0,0,0,0,0
  Post-harvest labor,0.22,0.36,0.2,0.35,0.25,0.38,1.46,1.67,1.46,1.67,,,0.29,0.7,0.32,0.77,0.27,0.63,0.32,0.51,0.32,0.51,,,0,0,0,0,0,0,0,0,0,0,0,0
Total Labor,40,,38,,40,,46,,46,,0,,50,,49,,51,,61,,61,,0,,47,,50,,43,,48,,51,,25,
Nueva Ecija,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 110),,(n = 96),,(n = 13),,(n = 77),,(n = 76),,(n = 1),,(n = 148),,(n = 141),,(n = 7),,(n = 123),,(n = 123),,(n = 0),,(n = 150),,(n = 114),,(n = 36),,(n = 129),,(n = 129),,(n = 0),
