Philippines,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Tarlac,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 76),,,(n = 57),,,(n = 19),,,(n = 76),,,(n = 76),,,(n = 0),,,(n = 86),,,(n = 77),,,(n = 9),,,(n = 45),,,(n = 45),,,(n = 0),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0
February,3,0,0,4,0,0,0,0,0,13,0,0,13,0,0,0,0,0,14,0,0,14,0,0,11,0,0,71,0,0,71,0,0,0,0,0
March,30,0,0,40,0,0,0,0,0,32,0,0,32,0,0,0,0,0,27,0,0,30,0,0,0,0,0,20,0,0,20,0,0,0,0,0
April,8,0,0,11,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
May,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
June,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,0,0,14,0,0,12,0,0,21,0,0,5,0,0,5,0,0,0,0,1,12,0,1,8,0,0,44,0,0,16,0,0,16,0,0,0
October,0,0,74,0,0,74,0,0,74,0,0,84,0,0,84,0,0,0,0,0,78,0,0,81,0,0,56,0,0,82,0,0,82,0,0,0
November,0,0,11,0,0,12,0,0,5,0,0,11,0,0,11,0,0,0,0,0,9,0,0,10,0,0,0,0,0,2,0,0,2,0,0,0
December,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Not applicable**,58,99,0,43,98,0,100,100,0,45,99,0,45,99,0,100,100,100,58,98,0,55,98,0,89,100,0,5,98,0,5,98,0,100,100,100
Laguna,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 55),,,(n = 38),,,(n = 17),,,(n = 56),,,(n = 46),,,(n = 10),,,(n = 60),,,(n = 60),,,(n = 0),,,(n = 57),,,(n = 56),,,(n = 1),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
February,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,22,0,0,21,0,0,24,0,0,20,0,0,17,0,0,30,0,0,47,0,0,47,0,0,0,0,0,33,0,0,32,0,0,100,0,0
April,60,0,0,79,0,0,18,0,0,50,0,0,57,0,0,20,0,0,48,0,0,48,0,0,0,0,0,63,0,0,64,0,0,0,0,0
May,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,30,0,0,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,5,0,0,0,0
September,0,0,27,0,0,39,0,0,0,0,0,21,0,0,22,0,0,20,0,0,8,0,0,8,0,0,0,0,0,26,0,0,27,0,0,0
October,0,0,42,0,0,47,0,0,29,0,0,50,0,0,54,0,0,30,0,0,68,0,0,68,0,0,0,0,0,47,0,0,46,0,0,100
November,0,0,20,0,0,11,0,0,41,0,0,27,0,0,22,0,0,50,0,0,20,0,0,20,0,0,0,0,0,11,0,0,11,0,0,0
December,0,0,9,0,0,0,0,0,29,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,11,0,0,11,0,0,0
Not applicable**,18,96,2,0,97,3,58,94,1,26,91,0,24,96,0,40,70,0,3,95,2,3,95,2,100,100,100,2,93,5,2,93,5,0,100,0
Quezon,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 51),,,(n = 39),,,(n = 12),,,(n = 52),,,(n = 32),,,(n = 20),,,(n = 60),,,(n = 34),,,(n = 26),,,(n = 59),,,(n = 29),,,(n = 30),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,5,0,0,7,0,0,3,0,0
February,4,0,0,5,0,0,0,0,0,4,0,0,3,0,0,5,0,0,13,0,0,15,0,0,12,0,0,7,0,0,3,0,0,10,0,0
March,45,0,0,54,0,0,17,0,0,67,0,0,56,0,0,85,0,0,67,0,0,59,0,0,77,0,0,58,0,0,41,0,0,73,0,0
April,25,0,0,28,0,0,17,0,0,17,0,0,22,0,0,10,0,0,7,0,0,9,0,0,4,0,0,20,0,0,31,0,0,10,0,0
May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0,10,0,0,10,0,0,8,0,0,6,0,0,9,0,0,0,0,0,5,0,0,9,0,0,0,0,0,10,0,0,17,0,0,3,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0
August,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
September,0,2,27,0,3,31,0,0,17,0,2,13,0,3,22,0,0,0,0,0,53,0,0,53,0,0,54,0,0,42,0,0,59,0,0,27
October,0,0,47,0,0,51,0,0,33,0,0,50,0,0,53,0,0,45,0,0,30,0,0,18,0,0,46,0,0,47,0,0,21,0,0,73
November,0,0,16,0,0,10,0,0,33,0,0,27,0,0,9,0,0,55,0,0,10,0,0,18,0,0,0,0,0,5,0,0,10,0,0,0
December,0,0,8,0,0,8,0,0,8,0,0,8,0,0,13,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0
Not applicable**,26,88,2,13,87,0,66,92,9,12,90,2,19,85,3,0,100,0,8,88,5,11,79,8,3,100,0,10,87,4,18,76,7,4,97,0
Occidental Mindoro,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 51),,,(n = 26),,,(n = 25),,,(n = 25),,,(n = 25),,,(n = 0),,,(n = 60),,,(n = 43),,,(n = 17),,,(n = 33),,,(n = 33),,,(n = 0),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,27,0,0,46,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
April,27,0,0,50,0,0,4,0,0,96,0,0,96,0,0,0,0,0,48,0,0,67,0,0,0,0,0,82,0,0,82,0,0,0,0,0
May,0,2,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,12,0,0,12,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,6,0,0,0
October,0,0,73,0,0,85,0,0,60,0,0,80,0,0,80,0,0,0,0,0,75,0,0,72,0,0,82,0,0,73,0,0,73,0,0,0
November,0,0,24,0,0,12,0,0,36,0,0,20,0,0,20,0,0,0,0,0,23,0,0,26,0,0,18,0,0,21,0,0,21,0,0,0
December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not applicable**,46,98,0,4,96,0,88,100,0,4,96,0,4,96,0,100,100,100,52,96,0,33,96,0,100,100,0,12,88,0,12,88,0,100,100,100
Oriental Mindoro,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 85),,,(n = 67),,,(n = 18),,,(n = 86),,,(n = 82),,,(n = 4),,,(n = 86),,,(n = 76),,,(n = 10),,,(n = 86),,,(n = 70),,,(n = 16),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,4,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,10,0,0,1,0,0,0,0,0,6,0,0
February,14,0,0,9,0,0,33,0,0,3,0,0,2,0,0,25,0,0,9,0,0,11,0,0,0,0,0,7,0,0,9,0,0,0,0,0
March,34,0,0,43,0,0,0,0,0,35,0,0,35,0,0,25,0,0,52,0,0,51,0,0,60,0,0,56,0,0,54,0,0,63,0,0
April,35,0,0,37,0,0,28,0,0,51,0,0,51,0,0,50,0,0,24,0,0,26,0,0,10,0,0,31,0,0,31,0,0,31,0,0
May,0,5,0,0,4,0,0,6,0,0,10,0,0,11,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0
June,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
July,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0
September,0,0,26,0,0,22,0,0,39,0,0,16,0,0,15,0,0,50,0,0,27,0,0,25,0,0,40,0,0,20,0,0,19,0,0,25
October,0,0,51,0,0,54,0,0,39,0,0,70,0,0,71,0,0,50,0,0,45,0,0,46,0,0,40,0,0,57,0,0,60,0,0,44
November,0,0,16,0,0,16,0,0,17,0,0,14,0,0,15,0,0,0,0,0,23,0,0,24,0,0,20,0,0,19,0,0,17,0,0,25
December,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,6
Not applicable**,13,90,1,10,91,2,28,88,0,11,90,0,12,89,0,0,100,0,9,92,4,7,89,4,20,100,0,5,93,2,6,90,3,0,100,0
Albay,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 49),,,(n = 30),,,(n = 19),,,(n = 49),,,(n = 30),,,(n = 19),,,(n = 60),,,(n = 49),,,(n = 11),,,(n = 60),,,(n = 52),,,(n = 8),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,14,0,0,23,0,0,0,0,0,14,0,0,20,0,0,5,0,0,22,0,0,8,0,0,82,0,0,27,0,0,19,0,0,75,0,0
March,63,0,0,57,0,0,74,0,0,43,0,0,33,0,0,58,0,0,42,0,0,47,0,0,18,0,0,48,0,0,54,0,0,13,0,0
April,22,0,0,20,0,0,26,0,0,43,0,0,47,0,0,37,0,0,37,0,0,45,0,0,0,0,0,25,0,0,27,0,0,13,0,0
May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,14,0,0,23,0,0,0,0,0,14,0,0,23,0,0,0,0,0,13,0,0,14,0,0,9,0,0,15,0,0,17,0,0,0,0
September,0,0,41,0,0,53,0,0,21,0,0,37,0,0,43,0,0,26,0,0,37,0,0,27,0,0,82,0,0,33,0,0,25,0,0,88
October,0,0,37,0,0,20,0,0,63,0,0,45,0,0,30,0,0,68,0,0,48,0,0,57,0,0,9,0,0,47,0,0,54,0,0,0
November,0,0,8,0,0,3,0,0,16,0,0,4,0,0,3,0,0,5,0,0,2,0,0,2,0,0,0,0,0,5,0,0,4,0,0,13
December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not applicable**,1,86,14,0,77,24,0,100,0,0,86,14,0,77,24,0,100,1,0,87,13,0,86,14,0,91,9,0,85,15,0,83,17,0,100,0
Camarines Sur,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 90),,,(n = 71),,,(n = 19),,,(n = 90),,,(n = 82),,,(n = 8),,,(n = 116),,,(n = 89),,,(n = 27),,,(n = 115),,,(n = 76),,,(n = 39),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,7,0,0,3,0,0,21,0,0,2,0,0,1,0,0,13,0,0,9,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0
February,13,0,0,10,0,0,26,0,0,16,0,0,16,0,0,13,0,0,8,0,0,8,0,0,7,0,0,9,0,0,12,0,0,3,0,0
March,48,0,0,54,0,0,26,0,0,57,0,0,56,0,0,63,0,0,46,0,0,54,0,0,19,0,0,41,0,0,38,0,0,46,0,0
April,20,0,0,24,0,0,5,0,0,24,0,0,26,0,0,13,0,0,33,0,0,26,0,0,56,0,0,41,0,0,42,0,0,38,0,0
May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,7,0,0,9,0,0,8,0,0,10,0
June,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
July,0,2,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,4,0,0,0,0
August,0,27,0,0,25,0,0,32,0,0,10,0,0,10,0,0,13,0,0,9,0,0,8,0,0,15,0,0,5,0,0,8,0,0,0,0
September,0,1,44,0,0,46,0,5,37,0,0,61,0,0,61,0,0,63,0,0,56,0,0,65,0,0,26,0,0,62,0,0,62,0,0,62
October,0,0,22,0,0,23,0,0,21,0,0,23,0,0,23,0,0,25,0,0,19,0,0,19,0,0,19,0,0,26,0,0,20,0,0,38
November,0,0,4,0,0,6,0,0,0,0,0,4,0,0,5,0,0,0,0,0,15,0,0,7,0,0,41,0,0,3,0,0,5,0,0,0
December,0,1,9,0,1,6,0,0,21,0,0,1,0,0,1,0,0,0,0,0,5,0,0,6,0,0,4,0,0,7,0,0,11,0,0,0
Not applicable**,12,68,21,9,72,19,22,58,21,1,89,11,1,89,10,0,87,12,4,86,5,2,89,3,11,78,10,9,82,2,8,80,2,13,87,0
Iloilo,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 88),,,(n = 41),,,(n = 47),,,(n = 86),,,(n = 68),,,(n = 18),,,(n = 116),,,(n = 62),,,(n = 54),,,(n = 58),,,(n = 29),,,(n = 29),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,56,0,0,61,0,0,51,0,0,43,1,0,34,1,0,78,0,0,52,0,0,47,0,0,57,0,0,76,0,2,66,0,3,86,0,0
February,1,0,0,0,0,0,2,0,0,6,0,0,7,0,0,0,0,0,15,0,0,23,0,0,6,0,0,7,0,0,10,0,0,3,0,0
March,1,2,0,0,0,0,2,4,0,8,0,0,9,0,0,6,0,0,12,0,0,23,0,0,0,0,0,2,0,0,3,0,0,0,0,0
April,0,1,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,1,1,0,2,2,0,0,0,0,10,0,0,17,0,0,3,0,0
May,3,3,0,7,5,0,0,2,0,1,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
August,0,9,1,0,10,2,0,9,0,0,2,0,0,1,0,0,6,0,0,3,0,0,2,0,0,6,0,0,7,0,0,10,0,0,3,0
September,0,16,50,0,20,51,0,13,49,0,22,53,0,24,49,0,17,72,0,20,49,0,21,58,0,19,39,0,7,76,0,10,69,0,3,83
October,0,1,20,0,0,15,0,2,26,0,0,21,0,0,25,0,0,6,0,0,21,0,0,13,0,0,30,0,0,5,0,0,3,0,0,7
November,0,0,8,0,0,7,0,0,9,0,0,3,0,0,3,0,0,6,0,0,5,0,0,5,0,0,6,0,0,2,0,0,3,0,0,0
December,0,0,19,0,0,24,0,0,15,0,0,22,0,0,24,0,0,17,0,0,24,0,0,24,0,0,24,0,0,14,0,0,17,0,0,10
Not applicable**,39,68,2,32,65,1,45,68,1,40,70,1,46,68,0,16,77,0,20,73,1,5,72,0,37,73,1,5,83,1,4,73,5,8,94,0
Bohol,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 75),,,(n = 22),,,(n = 53),,,(n = 76),,,(n = 61),,,(n = 15),,,(n = 86),,,(n = 36),,,(n = 50),,,(n = 86),,,(n = 32),,,(n = 54),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,0,1,0,0,0,0,0,2,0,0
February,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,6,0,0,12,0,0,3,0,0,17,0,0
March,64,0,0,82,0,0,57,0,0,51,0,0,44,0,0,80,0,0,77,0,0,61,0,0,88,0,0,73,0,0,72,0,0,74,0,0
April,28,0,0,18,0,0,32,0,0,47,0,0,54,0,0,20,0,0,8,0,0,19,0,0,0,0,0,14,0,0,25,0,0,7,0,0
May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
September,0,0,19,0,0,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,29,0,0,33,0,0,26,0,0,16,0,0,0,0,0,26
October,0,0,45,0,0,45,0,0,45,0,0,61,0,0,52,0,0,93,0,0,45,0,0,39,0,0,50,0,0,45,0,0,38,0,0,50
November,0,0,31,0,0,45,0,0,25,0,0,38,0,0,48,0,0,0,0,0,20,0,0,19,0,0,20,0,0,38,0,0,63,0,0,24
December,0,0,5,0,0,0,0,0,8,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not applicable**,0,100,0,0,100,1,0,100,0,2,99,0,2,98,0,0,100,0,3,98,6,9,100,9,0,96,4,0,100,1,0,100,0,0,100,0
