Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
,(n = 51),,(n = 26),,(n = 25),,(n = 25),,(n = 25),,(n = 0),,(n = 60),,(n = 43),,(n = 17),,(n = 55),,(n = 37),,(n = 18),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),15.86,9.43,18.38,9.96,13.24,8.23,18.64,10.02,18.64,10.02,0,0,11.3,9.83,13.67,10.62,5.29,2.57,9.68,12.44,14.39,12.75,0,0
Average travel time (minutes),44.12,31.63,60.19,35.87,27.4,13.16,65.64,33.73,65.64,33.73,0,0,25.13,14.6,26.58,16.41,21.47,7.66,15.27,18.88,22.7,19,0,0
Average one-way fare (₱),20.91,8.32,20.92,6.15,20.9,10.24,21.4,4.9,21.4,4.9,0,0,23.25,9.1,24,10.18,21.35,5.29,15.18,15,22.57,12.89,0,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,51,,38,,64,,36,,36,,0,,75,,65,,100,,31,,46,,0,
Jeep,65,,65,,64,,64,,64,,0,,42,,49,,24,,31,,46,,0,
Truck/trailer,33,,62,,4,,56,,56,,0,,10,,12,,6,,2,,3,,0,
Handtractor,14,,0,,28,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bus,2,,3.8,,0,,4,,4,,0,,0,,0,,0,,0,,0,,0,
Oriental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 85),,(n = 67),,(n = 18),,(n = 86),,(n = 82),,(n = 4),,(n = 86),,(n = 76),,(n = 10),,(n = 86),,(n = 70),,(n = 16),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),10.62,11.17,11.02,11.49,9.11,10.05,12.92,10.97,12.78,11.18,15.75,4.5,11.59,11.09,11.37,10.61,13.25,14.82,11.2,10.8,10.35,9.5,14.94,15.09
Average travel time (minutes),29.7,15.67,29.06,16.29,31.94,13.41,27.87,15.64,27.77,16.02,30,0,29.26,17.75,28.28,16.91,36.7,22.85,27.35,14.96,26.53,13.43,30.94,20.51
Average one-way fare (₱),20.72,10.69,20.91,11.07,20,9.39,25.06,17.97,25.12,18.38,23.75,4.79,29.01,19.41,29.21,19.63,27.5,18.6,29.21,19.01,29.51,19.21,27.88,18.65
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,91,,90,,94,,65,,67,,25,,78,,78,,80,,80,,84,,63,
Jeep,61,,54,,89,,42,,40,,75,,24,,22,,40,,34,,33,,38,
Truck/trailer,32,,25,,56,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bus,9,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Multicab/pedicab/trisikad/bicycle,3.5,,4.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Albay,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 49),,(n = 30),,(n = 19),,(n = 49),,(n = 30),,(n = 19),,(n = 60),,(n = 49),,(n = 11),,(n = 60),,(n = 52),,(n = 8),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),8.57,9.62,2.36,1.61,18.38,8.77,9.1,10.1,3.06,2.22,18.63,10.37,7.54,10.33,6.75,11.2,11.05,3.36,5.14,6.73,4.08,6.6,12.06,0.56
Average travel time (minutes),27.96,32.06,9.77,5.18,56.68,35.71,31.35,32.63,14.9,10.69,57.32,38.62,25.9,26.81,26.51,29.59,23.18,5.13,18.27,19.99,17.71,21.43,21.88,2.59
Average one-way fare (₱),16.5,13.47,8.32,3.68,29.42,13.2,15.24,10.5,10,4.39,23.53,12.02,15.47,14.85,15.37,16.4,15.91,3.02,13.8,10.53,12.08,10.27,25,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,82,,97,,58,,82,,100,,53,,65,,78,,9,,87,,85,,100,
Jeep,45,,20,,84,,53,,23,,100,,35,,22,,91,,17,,19,,0,
Truck/trailer,6.1,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bus,2,,3.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Camarines Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 90),,(n = 71),,(n = 19),,(n = 90),,(n = 82),,(n = 8),,(n = 116),,(n = 89),,(n = 27),,(n = 115),,(n = 76),,(n = 39),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),3.71,3.67,3.97,4.02,2.74,1.67,3.14,3.32,3.07,3.19,3.88,4.64,5.25,3.58,5.3,3.97,5.09,1.83,4.44,2.85,4.68,2.95,3.99,2.64
Average travel time (minutes),23.48,13.5,23.31,14.13,24.17,11.01,20.57,14.19,19.22,13.58,34.38,13.74,29.85,17.83,31.16,19.7,25.56,8.24,26.12,15.36,27.21,15.52,24,15
Average one-way fare (₱),10.88,5.5,10.68,4.88,11.63,7.51,10.81,6.94,10.38,6.66,15.19,8.69,14.82,6.51,14.65,6.55,15.37,6.46,14.66,5.98,15.17,6.24,13.67,5.37
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,67,,66,,68,,58,,61,,25,,45,,47,,37,,66,,62,,74,
Jeep,49,,49,,47,,50,,48,,75,,40,,33,,63,,40,,37,,46,
Multicab/pedicab/trisikad/bicycle,1,,1,,0,,4,,5,,0,,9,,11,,0,,3,,4,,0,
Truck/trailer,8,,7,,11,,3,,4,,0,,0,,0,,0,,0,,0,,0,
Bus,11,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Boat,0,,0,,0,,6,,6,,0,,1,,1,,0,,1,,0,,3,
Carabao/horse/hauling with animals,0,,0,,0,,2.2,,2.4,,0,,0,,0,,0,,0,,0,,0,
Cart/calesa/sled,1.1,,1.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Iloilo,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 81),,(n = 38),,(n = 43),,(n = 88),,(n = 70),,(n = 18),,(n = 116),,(n = 62),,(n = 54),,(n = 78),,(n = 39),,(n = 39),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),4.23,3.96,4.49,3.78,4,4.14,5.19,3.56,5.51,3.62,3.94,3.08,4.23,2.79,4.19,3.39,4.28,1.92,3.84,3.62,3.69,3.69,3.99,3.6
Average travel time (minutes),14.25,7.49,14.38,8.15,14.14,6.97,14.26,7.72,14.7,6.94,12.61,10.27,15.22,8.24,13.1,7.37,17.65,8.57,13.77,12.28,13,11.62,14.54,13.02
Average one-way fare (₱),7.96,2.55,8.26,2.94,7.7,2.14,8.41,2.99,8.79,2.95,6.94,2.73,12.68,5.3,12.19,4.72,13.24,5.89,10.99,8.22,10.31,8.12,11.67,8.36
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,81,,74,,88,,64,,61,,72,,82,,79,,85,,63,,59,,67,
Jeep,37,,53,,23,,36,,39,,28,,25,,34,,15,,12,,15,,8,
Bus,7,,8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Hiking,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.3,,2.6,,0,
Bohol,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 75),,(n = 22),,(n = 53),,(n = 76),,(n = 61),,(n = 15),,(n = 86),,(n = 36),,(n = 50),,(n = 86),,(n = 32),,(n = 54),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.48,5.19,3.38,0.83,6.35,5.96,5.6,6.07,5.39,4.75,6.45,9.98,3.66,3.87,4.46,5.22,3.12,2.5,4.69,4.29,7.23,5.91,3.19,1.69
Average travel time (minutes),13.53,15.27,9.05,5.21,15.4,17.57,16.99,13.98,17.03,14.13,16.8,13.83,11.9,8.94,15.17,11.39,9.55,5.71,13.72,12.19,20.13,16.7,9.93,5.98
Average one-way fare (₱),16.61,15.6,6.73,2.99,20.72,16.86,17.57,12.28,16.9,12.61,20.27,10.8,13.09,11.96,14.03,16.71,12.42,6.89,17.48,15.3,23.84,22.03,13.7,7.25
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,76,,86,,72,,80,,84,,67,,76,,83,,70,,97,,100,,94,
Jeep,25,,14,,30,,36,,34,,40,,17,,8,,24,,22,,19,,24,
Truck/trailer,23,,9,,28,,8,,7,,13,,0,,0,,0,,5,,13,,0,
Bus,5.3,,4.5,,5.7,,0,,0,,0,,1.2,,0,,2,,0,,0,,0,
None (walking distance),0,,0,,0,,0,,0,,0,,4.7,,2.8,,6,,0,,0,,0,
Leyte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 79),,(n = 52),,(n = 27),,(n = 79),,(n = 55),,(n = 24),,(n = 86),,(n = 71),,(n = 15),,(n = 84),,(n = 69),,(n = 15),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),6.23,4.11,6.88,4.66,4.96,2.36,6.72,3.93,7.64,4.28,4.63,1.68,7.25,5.02,7.19,5.37,7.53,2.95,7.44,5.18,7.49,5.5,7.23,3.5
Average travel time (minutes),18.84,11.06,19.58,8.33,17.41,15.09,14.97,7.46,15.2,7.67,14.43,7.06,14.09,7.84,13.3,7.42,17.87,8.9,14.96,9.03,13.29,7.11,22.67,12.66
Average one-way fare (₱),14.82,10.43,13.46,8.42,17.44,13.29,12.84,5.87,12.53,5.52,13.54,6.67,23.83,13.68,21.96,11.4,32.67,19.63,21.67,14.06,19.2,8.72,33,25.2
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,23,,17,,33,,73,,62,,100,,16,,20,,0,,73,,70,,87,
Jeep,28,,40,,4,,28,,40,,0,,24,,24,,27,,20,,23,,7,
MCH,6,,10,,0,,0,,0,,0,,50,,45,,73,,0,,0,,0,
Bus,41,,29,,63,,4,,5,,0,,0,,0,,0,,0,,0,,0,
Truck/trailer,9,,13,,0,,0,,0,,0,,7,,8,,0,,6,,7,,0,
Multicab/pedicab/trisikad/bicycle,0,,0,,0,,0,,0,,0,,12,,8,,27,,6,,7,,0,
Carabao/horse/hauling with animals,0,,0,,0,,1.3,,1.8,,0,,0,,0,,0,,0,,0,,0,
Northern Samar,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 50),,(n = 26),,(n = 24),,(n = 50),,(n = 17),,(n = 33),,(n = 60),,(n = 27),,(n = 33),,(n = 59),,(n = 27),,(n = 32),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),2.58,1.75,1.92,1.16,3.29,2,3.58,2.5,2.44,1.67,4.17,2.66,1.75,0.58,1.96,0.69,1.57,0.41,1.77,0.59,1.98,0.7,1.58,0.4
Average travel time (minutes),9.02,5.34,8.42,3.83,9.67,6.63,8.57,6.92,5.94,1.73,9.97,8.18,17.47,9.31,9.93,5.74,23.64,6.76,15.1,9.38,9.19,4.03,20.09,9.74
Average one-way fare (₱),9.54,6.07,8.54,2.55,10.63,8.31,10.14,4.76,9.24,3.05,10.61,5.41,12.58,4.06,11.67,2.77,13.33,4.79,12,3.52,11.59,2.48,12.34,4.21
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,92,,108,,75,,86,,88,,85,,67,,104,,36,,105,,156,,63,
Jeep,56,,62,,50,,72,,82,,67,,48,,100,,6,,47,,89,,13,
Truck/trailer,48,,77,,17,,42,,59,,33,,48,,100,,6,,44,,93,,3,
Boat,0,,0,,0,,6,,6,,6,,8,,0,,15,,14,,0,,25,
Bus,12,,4,,21,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Carabao/horse/hauling with animals,0,,0,,0,,0,,0,,0,,1.7,,0,,3,,1.7,,0,,3.1,
Multicab/pedicab/trisikad/bicycle,2,,0,,4.2,,2,,0,,3,,0,,0,,0,,0,,0,,0,
Zamboanga del Norte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 42),,(n = 19),,(n = 23),,(n = 42),,(n = 28),,(n = 14),,(n = 60),,(n = 32),,(n = 28),,(n = 43),,(n = 29),,(n = 14),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),7.21,6.25,6.91,6.24,7.47,6.38,8.5,5.98,8.38,5.13,8.73,7.6,11.97,9.86,14.52,10.67,9.07,8.08,11.02,7.5,12.88,7.36,7.17,6.42
Average travel time (minutes),23.37,17.06,19,13.2,26.78,19.14,21.5,15.14,19.96,14.35,24.57,16.73,34.48,20.31,38.5,20.8,29.89,19.07,33.05,19.79,39.07,19.16,20.57,15.04
Average one-way fare (₱),24.79,23.7,19.58,19.04,29.09,26.59,17.52,10.46,18.39,11.4,15.79,8.36,25.43,15.56,24.56,15.01,26.43,16.38,23.88,15.02,23.28,12.81,25.14,19.3
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,74,,84,,65,,90,,79,,114,,75,,66,,86,,72,,59,,100,
Jeep,64,,21,,100,,43,,32,,64,,22,,28,,14,,23,,34,,0,
Truck/trailer,2.4,,5.3,,0,,7.1,,10.7,,0,,3.3,,6.3,,0,,2.3,,3.4,,0,
Bus,4.8,,10.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Carabao/horse/hauling with animals,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.3,,3.4,,0,
Zamboanga del Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 51),,(n = 39),,(n = 12),,(n = 51),,(n = 42),,(n = 9),,(n = 60),,(n = 45),,(n = 15),,(n = 60),,(n = 49),,(n = 11),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),6.28,5.81,6.2,5.63,6.56,6.62,8.11,9.45,8.91,9.99,4.33,5.2,4.22,2.74,4.39,2.7,3.7,2.88,4.01,2.38,3.67,2.39,5.5,1.77
Average travel time (minutes),30.9,36.73,23.23,11.08,55.83,69.44,23.55,23.18,24.67,23.67,18.33,21.21,14.48,10.61,13.51,9.89,17.4,12.45,16.38,9.61,15.16,9.28,21.82,9.56
Average one-way fare (₱),22.88,24.24,19.85,10.12,32.75,46.68,17.49,13.77,18.71,14.56,11.78,7.34,14.48,7,14.42,7.57,14.67,5.16,15.98,5.44,15.69,5.78,17.27,3.44
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,67,,64,,75,,86,,86,,89,,60,,67,,40,,78,,88,,36,
Jeep,82,,77,,100,,51,,50,,56,,37,,29,,60,,60,,59,,64,
Truck/trailer,51,,51,,50,,14,,14,,11,,2,,2,,0,,2,,2,,0,
Bus,24,,15,,50,,4,,5,,0,,0,,0,,0,,10,,12,,0,
Carabao/horse/hauling with animals,0,,0,,0,,12,,14,,0,,2,,2,,0,,3,,4,,0,
Boat,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.7,,2,,0,
Multicab/pedicab/trisikad/bicycle,0,,0,,0,,0,,0,,0,,1.7,,2.2,,0,,0,,0,,0,
Zamboanga Sibugay,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 22),,(n = 4),,(n = 18),,(n = 22),,(n = 10),,(n = 12),,(n = 26),,(n = 9),,(n = 17),,(n = 25),,(n = 6),,(n = 19),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),6.09,4.93,10.5,8.19,5.11,3.55,10.93,21.23,14.65,30.23,7.83,9.49,8.82,3.75,9.11,4.26,8.66,3.59,8.61,4.02,8.5,5.65,8.65,3.56
Average travel time (minutes),17.84,9.6,28.75,8.54,15.42,8.16,31.82,29.7,29,30.26,34.17,30.36,24.81,11.41,30.89,13.36,21.59,9.07,25.48,11.2,32.17,16.62,23.37,8.41
Average one-way fare (₱),18.29,10.81,31.67,16.07,16.06,8.38,27.09,24.23,28.4,24.91,26,24.7,34.19,25.05,47.78,25.26,27,22.41,34.76,25.43,50.83,30.07,29.68,22.32
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,55,,50,,56,,100,,100,,100,,58,,78,,47,,72,,83,,68,
Jeep,68,,50,,72,,14,,20,,8,,35,,11,,47,,36,,17,,42,
Truck/trailer,77,,100,,72,,0,,0,,0,,8,,11,,6,,8,,33,,0,
Bukidnon,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 47),,(n = 29),,(n = 18),,(n = 48),,(n = 42),,(n = 6),,(n = 86),,(n = 73),,(n = 13),,(n = 77),,(n = 71),,(n = 6),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),9.16,6.97,8.67,7.38,9.94,6.36,8.84,6.18,8.64,6.56,10.25,1.84,8.53,5.24,8.84,5.37,6.77,4.23,7.1,5.26,7.24,5.35,5.42,4.05
Average travel time (minutes),24.77,14.94,23.1,15.33,27.44,14.3,22.92,12.99,23.31,13.75,20.17,5.12,22.69,12.97,22.41,13.32,24.23,11.15,19.92,14.73,20.31,15.11,15.33,8.76
Average one-way fare (₱),21.87,10.72,22.07,12.49,21.56,7.36,21.75,10.92,21.29,11.61,25,0,27.42,12.65,27.42,12.92,27.38,11.5,22.47,9.9,22.54,10.01,21.67,9.31
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,77,,48,,122,,79,,76,,100,,58,,60,,46,,45,,44,,67,
Jeep,49,,34,,72,,33,,38,,0,,53,,55,,46,,55,,56,,33,
Truck/trailer,23,,3,,56,,15,,17,,0,,3,,3,,8,,0,,0,,0,
Bus,38,,34,,44,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Multicab/pedicab/trisikad/bicycle,2.1,,3.4,,0,,4.2,,4.8,,0,,0,,0,,0,,0,,0,,0,
Davao de Oro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 6),,(n = 6),,(n = 0),,(n = 12),,(n = 12),,(n = 0),,(n = 26),,(n = 22),,(n = 4),,(n = 25),,(n = 20),,(n = 5),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),3.92,0.2,3.92,0.2,0,0,5.5,1.57,5.5,1.57,0,0,5.88,2.04,5.73,2.13,6.75,1.26,5.88,2.1,5.8,2.13,6.2,2.17
Average travel time (minutes),8.33,2.07,8.33,2.07,0,0,21.36,3.93,21.36,3.93,0,0,13.62,7.29,13.82,7.71,12.5,5,13.68,6.82,14.1,7.32,12,4.47
Average one-way fare (₱),10,0,10,0,0,0,19.17,4.17,19.17,4.17,0,0,19.04,9.94,20.59,10.06,10.5,1,19.48,9.9,21.55,10.05,11.2,1.1
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,183,,183,,0,,100,,100,,0,,62,,64,,50,,84,,85,,80,
Jeep,0,,0,,0,,0,,0,,0,,23,,18,,50,,20,,20,,20,
MCH,0,,0,,0,,0,,0,,0,,19,,23,,0,,0,,0,,0,
Truck/trailer,16.7,,16.7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Davao del Norte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 19),,(n = 19),,(n = 0),,(n = 19),,(n = 19),,(n = 0),,(n = 34),,(n = 34),,(n = 0),,(n = 34),,(n = 34),,(n = 0),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
