ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 49),(n = 30),(n = 19),(n = 49),(n = 30),(n = 19),(n = 60),(n = 49),(n = 11),(n = 60),(n = 52),(n = 8),(n = 60),(n = 49),(n = 11),(n = 60),(n = 51),(n = 9)
Monthly per capita income (₱),2482,2969,1428,1265,1954,662,1480,1633,800,1621,2101,1540,8042,7966,5587,8113,8785,3445
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,35,39,26,51,56,36,45,46,37,49,50,34,34,39,15,33,34,23
     Rice Farming - Off Farm,2,2,0,1,0,2,1,1,2,2,2,0,1,1,0,0,0,0
     Other Farming/Fishing - On Farm,13,12,17,3,2,5,6,5,13,5,4,14,14,13,19,14,12,39
     Other Farming/Fishing - Off Farm,1,1,2,5,2,16,0,0,0,2,2,0,0,0,0,0,0,0
     Non Farming,49,46,55,40,40,41,48,48,48,43,42,52,50,46,66,53,54,39
Camarines Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 90),(n = 71),(n = 19),(n = 90),(n = 82),(n = 8),(n = 116),(n = 89),(n = 27),(n = 116),(n = 77),(n = 39),(n = 116),(n = 74),(n = 42),(n = 116),(n = 81),(n = 35)
Monthly per capita income (₱),3407,3477,3147,2212,2274,1578,2397,2362,2513,2221,2419,1830,8365,8913,7398,7253,6845,10247
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,43,45,34,42,43,29,50,51,49,57,61,48,57,60,52,76,85,59
     Rice Farming - Off Farm,2,2,2,2,2,3,2,2,1,2,2,1,1,1,1,7,2,16
     Other Farming/Fishing - On Farm,5,2,17,9,9,6,5,3,12,7,5,11,6,5,7,5,2,10
     Other Farming/Fishing - Off Farm,0,0,0,0,0,0,2,2,0,1,0,1,1,0,1,1,1,0
     Non Farming,51,52,46,47,46,62,41,42,38,34,32,40,36,34,39,12,10,14
Antique,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 29),(n = 31),(n = 60),(n = 35),(n = 25)
Monthly per capita income (₱),0,0,0,0,0,0,0,0,0,0,0,0,5673,5764,5589,10612,9559,12085
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,32,34,30,26,35,17
     Rice Farming - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
     Other Farming/Fishing - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1
     Other Farming/Fishing - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
     Non Farming,0,0,0,0,0,0,0,0,0,0,0,0,63,62,64,70,59,82
Capiz,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 32),(n = 28),(n = 60),(n = 42),(n = 18)
Monthly per capita income (₱),0,0,0,0,0,0,0,0,0,0,0,0,8259,5103,11866,5688,6511,3770
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,38,52,31,60,65,41
     Rice Farming - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Other Farming/Fishing - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,0,3
     Other Farming/Fishing - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Non Farming,0,0,0,0,0,0,0,0,0,0,0,0,58,45,65,39,35,55
Iloilo,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 88),(n = 41),(n = 47),(n = 88),(n = 70),(n = 18),(n = 116),(n = 62),(n = 54),(n = 112),(n = 51),(n = 61),(n = 116),(n = 55),(n = 61),(n = 114),(n = 59),(n = 55)
Monthly per capita income (₱),2948,3924,2097,1421,1575,826,1824,1684,2975,2158,1876,2600,12089,14199,10186,4981,7210,2072
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,20,17,24,8,5,27,51,66,37,24,29,19,22,27,15,54,57,47
     Rice Farming - Off Farm,4,2,6,2,1,13,2,3,1,4,4,4,1,1,1,0,0,1
     Other Farming/Fishing - On Farm,5,5,4,7,7,6,5,4,6,14,9,18,6,7,5,8,6,13
     Other Farming/Fishing - Off Farm,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
     Non Farming,71,76,64,83,87,54,41,27,55,58,58,57,71,65,78,37,36,39
Negros Occidental,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0)
Monthly per capita income (₱),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Rice Farming - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Other Farming/Fishing - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Other Farming/Fishing - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Non Farming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohol,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 75),(n = 22),(n = 53),(n = 76),(n = 61),(n = 15),(n = 86),(n = 36),(n = 50),(n = 86),(n = 32),(n = 54),(n = 86),(n = 28),(n = 58),(n = 86),(n = 30),(n = 56)
Monthly per capita income (₱),2010,4265,1663,1012,867,1603,2031,2674,1307,2204,2865,1208,7833,10613,6491,7229,5762,7244
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,29,38,23,20,20,18,29,28,30,35,41,29,10,9,11,19,22,17
     Rice Farming - Off Farm,2,3,1,2,3,0,1,0,1,1,1,1,1,0,1,1,0,1
     Other Farming/Fishing - On Farm,9,3,13,12,14,8,7,7,7,8,6,9,3,2,3,5,1,8
     Other Farming/Fishing - Off Farm,1,1,1,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0
     Non Farming,59,56,61,63,59,73,63,65,62,56,51,60,87,89,85,75,77,74
Leyte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 79),(n = 52),(n = 27),(n = 79),(n = 55),(n = 24),(n = 86),(n = 71),(n = 15),(n = 85),(n = 69),(n = 16),(n = 85),(n = 64),(n = 21),(n = 86),(n = 69),(n = 17)
Monthly per capita income (₱),3081,2675,3090,1721,1643,1899,2415,2193,1165,2411,2195,976,4724,6499,2616,5105,5364,4055
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,62,57,70,56,58,54,76,76,72,76,77,61,51,49,61,73,73,76
     Rice Farming - Off Farm,5,7,4,6,5,7,4,3,15,3,2,18,5,4,8,2,3,1
     Other Farming/Fishing - On Farm,9,10,7,11,9,15,8,8,10,9,8,13,9,9,9,6,4,16
     Other Farming/Fishing - Off Farm,2,2,3,1,0,3,1,1,3,2,2,6,0,0,0,1,1,3
     Non Farming,21,25,17,26,29,21,11,12,0,10,11,2,35,37,21,17,19,4
Northern Samar,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 50),(n = 26),(n = 24),(n = 50),(n = 17),(n = 33),(n = 60),(n = 27),(n = 33),(n = 60),(n = 27),(n = 33),(n = 60),(n = 22),(n = 38),(n = 59),(n = 25),(n = 34)
Monthly per capita income (₱),1505,1803,1014,1028,1033,1114,1446,2031,967,2634,2091,3079,4086,5928,3591,4164,4985,4171
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,38,36,40,35,42,31,47,48,47,71,52,82,33,31,35,33,32,33
     Rice Farming - Off Farm,4,3,5,3,3,3,4,4,4,2,5,1,0,0,0,0,0,0
     Other Farming/Fishing - On Farm,31,33,27,24,22,25,24,28,17,11,19,6,16,9,22,14,8,18
     Other Farming/Fishing - Off Farm,2,1,4,3,1,4,3,1,7,1,0,2,0,1,0,0,0,0
     Non Farming,25,25,24,35,32,37,21,19,25,14,24,9,50,58,43,53,59,49
Western Samar,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 33),(n = 27),(n = 60),(n = 36),(n = 24)
Monthly per capita income (₱),0,0,0,0,0,0,0,0,0,0,0,0,5329,5679,6058,4969,5544,5493
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,36,40,32,39,45,32
     Rice Farming - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
     Other Farming/Fishing - On Farm,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,6,7,5
     Other Farming/Fishing - Off Farm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
     Non Farming,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,54,48,62
Zamboanga del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 42),(n = 19),(n = 23),(n = 42),(n = 28),(n = 14),(n = 60),(n = 32),(n = 28),(n = 60),(n = 34),(n = 26),(n = 60),(n = 32),(n = 28),(n = 60),(n = 36),(n = 24)
Monthly per capita income (₱),3464,5641,1333,1704,2093,617,2823,3028,2371,2175,2346,1670,3611,4444,3191,6524,6669,5045
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,39,39,39,35,36,29,51,59,33,38,43,21,43,45,40,55,73,27
     Rice Farming - Off Farm,3,2,3,4,4,4,1,0,3,1,0,1,1,1,1,0,0,0
     Other Farming/Fishing - On Farm,11,5,27,10,8,16,8,3,18,8,6,14,13,9,19,7,6,8
     Other Farming/Fishing - Off Farm,1,1,2,0,0,1,1,1,1,1,1,1,0,0,1,6,3,11
     Non Farming,47,53,30,51,51,50,39,37,44,52,49,62,43,45,39,32,17,54
Zamboanga del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 51),(n = 39),(n = 12),(n = 51),(n = 42),(n = 9),(n = 60),(n = 45),(n = 15),(n = 60),(n = 49),(n = 11),(n = 60),(n = 53),(n = 7),(n = 60),(n = 52),(n = 8)
Monthly per capita income (₱),2860,3112,2449,1705,1850,1537,10216,2252,27286,3140,3372,2632,5859,7483,4080,8834,9477,4654
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,62,60,72,71,70,80,54,76,49,81,80,87,69,70,62,67,68,43
     Rice Farming - Off Farm,3,3,3,3,3,5,0,2,0,1,0,3,1,1,0,1,1,1
     Other Farming/Fishing - On Farm,5,5,2,3,3,0,3,2,3,2,2,3,9,10,0,5,3,29
     Other Farming/Fishing - Off Farm,1,0,4,1,1,4,0,0,0,0,0,0,1,1,0,0,0,0
     Non Farming,29,31,19,21,23,10,43,20,48,17,18,7,21,19,38,27,27,26
Zamboanga Sibugay,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 22),(n = 4),(n = 18),(n = 22),(n = 10),(n = 12),(n = 26),(n = 9),(n = 17),(n = 26),(n = 6),(n = 20),(n = 60),(n = 43),(n = 17),(n = 60),(n = 23),(n = 37)
Monthly per capita income (₱),2617,4390,2223,2000,2703,1865,4047,4772,4397,4823,4311,4718,8207,6071,5930,6775,10839,5597
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,53,58,52,41,9,73,54,53,55,60,81,53,67,67,66,57,49,66
     Rice Farming - Off Farm,0,0,0,0,0,0,1,2,0,0,0,0,2,2,2,0,0,0
     Other Farming/Fishing - On Farm,16,6,21,15,23,7,8,7,9,7,0,9,5,3,15,5,2,7
     Other Farming/Fishing - Off Farm,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,1,0
     Non Farming,30,36,27,43,68,18,37,39,36,32,19,36,26,28,17,37,47,27
Bukidnon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 48),(n = 30),(n = 18),(n = 48),(n = 42),(n = 6),(n = 86),(n = 73),(n = 13),(n = 86),(n = 76),(n = 10),(n = 86),(n = 64),(n = 22),(n = 86),(n = 63),(n = 23)
Monthly per capita income (₱),5967,5983,4751,3333,3369,2465,5210,5007,6351,5990,5993,4776,15081,17402,8327,21613,25870,7962
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,50,55,40,44,44,51,57,63,34,47,51,19,75,80,43,61,66,28
     Rice Farming - Off Farm,4,4,3,4,4,5,2,3,2,2,2,0,1,1,1,1,1,1
     Other Farming/Fishing - On Farm,19,15,27,17,17,20,12,5,43,17,11,62,8,3,38,21,17,53
     Other Farming/Fishing - Off Farm,4,1,8,10,10,7,0,0,0,1,1,0,0,0,0,0,0,0
     Non Farming,24,25,23,25,26,17,28,30,20,34,36,19,16,16,17,17,17,17
Davao de Oro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 12),(n = 12),(n = 0),(n = 12),(n = 12),(n = 0),(n = 26),(n = 22),(n = 4),(n = 26),(n = 20),(n = 6),(n = 60),(n = 30),(n = 30),(n = 60),(n = 40),(n = 20)
Monthly per capita income (₱),3167,3167,0,2513,2513,0,3940,3974,2345,3174,3052,2559,9669,10115,9372,17700,22834,7433
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,74,74,0,69,69,0,73,71,88,74,71,81,79,77,81,70,72,61
     Rice Farming - Off Farm,6,6,0,4,4,0,2,1,4,4,3,4,6,0,10,20,20,17
     Other Farming/Fishing - On Farm,14,14,0,16,16,0,4,4,1,4,6,0,6,7,4,4,2,11
     Other Farming/Fishing - Off Farm,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,3
     Non Farming,5,5,0,11,11,0,21,23,7,17,18,15,9,15,5,6,6,8
Davao del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 19),(n = 19),(n = 0),(n = 19),(n = 19),(n = 0),(n = 34),(n = 34),(n = 0),(n = 34),(n = 34),(n = 0),(n = 60),(n = 32),(n = 28),(n = 60),(n = 34),(n = 26)
Monthly per capita income (₱),6226,6226,0,4455,4455,0,6183,6183,0,4534,4534,0,9502,9676,6538,9202,9921,7083
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,71,71,0,74,74,0,80,80,0,75,75,0,44,46,39,63,66,56
     Rice Farming - Off Farm,8,8,0,6,6,0,5,5,0,6,6,0,1,1,1,5,7,2
     Other Farming/Fishing - On Farm,11,11,0,9,9,0,3,3,0,2,2,0,3,3,5,7,7,7
     Other Farming/Fishing - Off Farm,4,4,0,5,5,0,2,2,0,1,1,0,3,1,7,1,1,0
     Non Farming,7,7,0,5,5,0,10,10,0,16,16,0,48,49,48,24,20,34
Davao del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 32),(n = 31),(n = 1),(n = 32),(n = 32),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0)
Monthly per capita income (₱),4652,4697,8104,2774,2774,0,4841,4841,0,4720,4720,0,11429,11429,0,18393,18393,0
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,49,48,89,53,53,0,66,66,0,77,77,0,63,63,0,31,31,0
     Rice Farming - Off Farm,5,5,6,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0
     Other Farming/Fishing - On Farm,6,6,0,12,12,0,10,10,0,7,7,0,11,11,0,1,1,0
     Other Farming/Fishing - Off Farm,2,1,5,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0
     Non Farming,39,40,0,30,30,0,21,21,0,15,15,0,26,26,0,65,65,0
Davao Oriental,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 60),(n = 58),(n = 2),(n = 60),(n = 58),(n = 2),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0)
Monthly per capita income (₱),3811,3842,4375,2767,2808,1888,5468,5468,0,4743,4743,0,10943,10943,0,13325,13325,0
Distribution of income by source (percent),,,,,,,,,,,,,,,,,,
     Rice Farming - On Farm,68,68,94,67,67,65,62,62,0,63,63,0,70,70,0,78,78,0
     Rice Farming - Off Farm,3,3,4,7,7,0,6,6,0,11,11,0,0,0,0,1,1,0
     Other Farming/Fishing - On Farm,4,5,0,4,3,35,5,5,0,5,5,0,2,2,0,1,1,0
     Other Farming/Fishing - Off Farm,1,1,3,3,3,0,1,1,0,0,0,0,0,0,0,1,1,0
     Non Farming,24,24,0,20,21,0,27,27,0,20,20,0,28,28,0,19,19,0
North Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
ITEM,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
