South Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 49),(n = 40),(n = 9),(n = 25),(n = 24),(n = 1),(n = 59),(n = 50),(n = 9),(n = 56),(n = 47),(n = 9)
,(percent of farmers),,,,,,,,,,,
Co-farmer,67,65,78,56,58,0,63,64,56,82,83,78
Own produce,20,25,0,24,25,0,10,12,0,5,6,0
DA/BPI,4,0,22,8,4,100,17,14,33,4,0,22
Others*,8,10,0,12,13,0,14,14,11,9,11,0
Sultan Kudarat,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 53),(n = 40),(n = 13),(n = 27),(n = 20),(n = 7),(n = 60),(n = 45),(n = 15),(n = 40),(n = 40),(n = 0)
,(percent of farmers),,,,,,,,,,,
Co-farmer,62,53,92,59,55,71,57,51,73,63,63,0
Own produce,26,35,0,33,40,29,8,9,7,8,8,0
Trader/input dealer,4,3,8,0,0,0,13,18,0,8,8,0
Seed grower,0,0,0,0,0,0,8,4,20,10,10,0
Others*,8,10,0,7,10,0,13,18,0,13,13,0
Agusan del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 25),(n = 15),(n = 10),(n = 19),(n = 11),(n = 8),(n = 58),(n = 32),(n = 26),(n = 51),(n = 34),(n = 17)
,(percent of farmers),,,,,,,,,,,
Co-farmer,44,60,20,53,55,50,43,41,46,41,41,41
PhilRice,4,0,10,11,9,13,17,9,27,22,18,29
Own produce,32,20,50,11,18,0,16,19,12,6,9,0
Seed grower,12,7,20,16,9,25,10,16,4,16,24,0
DA/BPI,8,13,0,5,9,0,9,9,8,4,6,0
Others*,0,0,0,5,0,13,7,9,4,12,3,29
Agusan del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 41),(n = 26),(n = 15),(n = 41),(n = 24),(n = 17),(n = 55),(n = 35),(n = 20),(n = 60),(n = 32),(n = 28)
,(percent of farmers),,,,,,,,,,,
Co-farmer,44,46,40,44,42,47,35,31,40,40,28,54
DA/BPI,15,8,27,15,13,18,40,37,45,32,34,29
Seed grower,15,15,13,15,17,12,13,17,5,7,9,4
Own produce,10,8,13,7,8,6,11,11,10,10,13,7
Trader/input dealer,10,12,7,15,13,18,0,0,0,8,9,7
Others*,7,12,0,5,8,0,4,6,0,5,9,0
Maguindanao,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 37),(n = 23),(n = 14),(n = 11),(n = 11),(n = 0),(n = 77),(n = 58),(n = 19),(n = 34),(n = 31),(n = 3)
,(percent of farmers),,,,,,,,,,,
Trader/input dealer,22,13,36,0,0,0,31,21,63,68,71,33
Co-farmer,43,61,14,18,18,0,34,34,32,21,19,33
Own produce,22,4,50,36,36,0,26,33,5,12,10,33
Seed grower,0,0,0,0,0,0,8,10,0,0,0,0
PhilRice,0,0,0,45,45,0,0,0,0,0,0,0
Others*,14,22,0,0,0,0,1,2,0,0,0,0
